,Unnamed: 0,source,title,text,url,date_published,authors
0,0,b1.ro,Un preot filipinez a ținut o slujbă în timp ce mergea pe un hoverboard,"Știm că timpul tău e prețios, așa că nu te vom deranja cu știri care nu sunt știri.Abonează-te la notificările B1.ro și vei primi o selecție riguroasă a celor mai importante știri ale zilei.",https://www.b1.ro/video/un-preot-filipinez-a-tinut-o-slujba-in-timp-ce-mergea-pe-un-hoverboard-48734.html,2020-03-06,
1,1,b1.ro,Consilierul premierului Cătălin Drulă: Mă gândesc şi eu să candidez. Am vorbit cu USR. Nu am luat o decizie,"Consilierul premierului Cătălin Drulă: Mă gândesc şi eu să candidez. Am vorbit cu USR. Nu am luat o decizie
Consilierul premierului pe probleme de infrastructură, Cătălin Drulă, a declarat luni că ia în calcul o eventuală candidatură la alegerile parlamentare, precizând că a discutat despre acest subiect cu reprezentanții USR, dar că nu a luat încă o decizie, informează Digi 24.
„Să fiu racolat, nu aş vrea. Implicarea mea de acum a fost ca o implicarea a generaţiei noastre care nu mai e de acord să lase aceeaşi veche gardă politică să conducă lucrurile. Nici acum n-aş vrea să stau deoparte. Oameni ca noi trebuie să intre în politică. Mă gândesc şi eu şi consider această opţiune. Am vorbit cu USR. Nu am luat o decizie. În perioada următoare. Mi-a fost greu şi să intru în guvern, am abandonat o carieră, am crezut în onestitatea lui Dacian Cioloş”, a spus Cătălin Drulă.
Premierul Dacian Cioloș a declarat de mai multe ori că nu îl deranjează ca miniștrii din cabinetul său să candideze, dar i-a rugat să anunțe din timp, deoarece dacă vor să facă un astfel de pas trebuie să demisioneze.",https://www.b1.ro/stiri/politica/consilierul-premierului-catalin-drula-ma-gandesc-si-eu-sa-candidez-am-vorbit-cu-usr-nu-am-luat-o-decizie-164684.html,2020-03-06,
2,2,b1.ro,"Ludovic Orban: Între PNL și președintele Iohannis va trebui să existe un parteneriat onest, cinstit care să ajute România să meargă înainte","Știm că timpul tău e prețios, așa că nu te vom deranja cu știri care nu sunt știri.Abonează-te la notificările B1.ro și vei primi o selecție riguroasă a celor mai importante știri ale zilei.",https://www.b1.ro/video/ludovic-orban-intre-pnl-si-presedintele-iohannis-va-trebui-sa-existe-un-parteneriat-onest-cinstit-care-sa-ajute-romania-sa-mearga-inainte-65997.html,2020-03-06,
3,3,b1.ro,Rolls Royce va prezenta la Geneva un prototip 100% electric,"Constructorul auto de lux Rolls Royce, deţinut de germanii de la BMW va prezenta la Salonul Auto de la Geneva din martie un prototip 100% electric. Modelul va fi inspirat din design-ul celebrului Phantom şi va rămâne doar la stagiul de experiment.
Compania britanica prin vocea preşedintelui său, Torsten Muller-Otvos, susţine că 102EX va fi primul autoturism 100% electric în domeniul auto de lux. Prin această lansare Rolls Royce vrea să vadă cum pot fi folosite conceptele alternative de propulsie în acest segment.
102EX va fi prezentată pentru prima dată pe 1 martie în cadrul Salonului Auto de la Geneva şi va face un tur al celor mai importante ţari din Europa, Orientul Mijlociu, Asia şi America.
Preşedintele Rolls Royce susţine că maşina ar putea fi produsă în serie doar dacă această metodă alternativă de propulsie nu va influenţa “experienţa autentică” specifică conducerii unui Rolls Royce cu combustie internă.
Masinile hibride sau electrice au caştigat adepti odată cu popularizarea ecologismului. Companii precum Ferrari, Audi sau Porsche s-au arătat interesate în trecut de acest segment şi chiar au prezentat vehicule cu propulsie alternativă.
Compania britanică, Rolls Royce înfiinţată în 1904, a vândut peste 2.000 de maşini la nivel mondial şi estimează o creştere importantă pe piaţa din China.",https://www.b1.ro/stiri/externe/rolls-royce-va-prezenta-la-geneva-un-prototip-100-electric-538.html,2020-03-06,
4,4,b1.ro,Contestația depusă de Sorin Oprescu la măsura arestului preventiv se va judeca pe 14 septembrie,"Contestația depusă de Sorin Oprescu la măsura arestului preventiv se va judeca la Curtea de Apel pe 14 septembrie. Până atunci, primarul general se află în arestul central al Poliției Capitalei.
Cel mai probabil, avocații îl vor vizita în arest pentru a stabili împreună strategia de apărare.
Primarul a fost arestat preventiv, fiind acuzat de către DNA de luare de mită. Procurorii l-au filat mai multe luni și au surprins imagini când acesta lua mită 25.000 de euro. Arestarea are loc în contextul în care, cu doar câteva luni înainte, un consilier al lui Oprescu a fost arestat tot pentru luare de mită.",https://www.b1.ro/stiri/eveniment/contestatia-depusa-de-sorin-oprescu-la-masura-arestului-preventiv-se-va-judeca-pe-14-septembrie-124096.html,2020-03-06,
5,5,b1.ro,"REVISTA PRESEI, Sâmbătă, 7 iulie: Suspendarea lui Traian Băsescu, tema principlă, inclusiv în tabloide. Cum a fost titrată „la cald” în online (FOTO)","ECONOMIC
SOCIAL
EXTERNE
Adevărul
Hillary Clinton, într-o vizită-surpriză la Kabul
Secretarul de stat american, Hillary Clinton, a sosit sâmbătă la Kabul, într-o vizită-supriză în ajunul unei conferinţe a donatorilor de fonduri pentru Afganistan, prevăzută să se desfăşoare la Tokyo.În cursul scurtei sale vizite, Hillary Clinton urmează să se întâlnească cu președintele Hamid Karzai.
Jurnalul Național
Anchetă internaţională pentru cauza morţii lui Yasser Arafat
Secretarul de stat american, Hillary Clinton, a sosit sâmbătă la Kabul, într-o vizită-supriză în ajunul unei conferinţe a donatorilor de fonduri pentru Afganistan, prevăzută să se desfăşoare la Tokyo.În cursul scurtei sale vizite, Hillary Clinton urmează să se întâlnească cu președintele Hamid Karzai.
În timp ce preşedintele Traian Băsescu era nevoit să treacă prin corvoada de a asculta „acuzaţiile"" aduse de USL, Elena, fata cea mică a preşedintelui, cunoscută drept EBa, îşi cumpăra un meniu copios de la un fast food McDonalds.Cursul a urcat accelerat în ultima săptămână, odată cu intensificarea aversiunii la risc a investitorilor pe fondul tensiunilor politice dintre USL şi PDL, care au culminat cu propunerea de suspendare a preşedintelui Traian Băsescu.Bitdefender, liderul pieţei locale de soluţii antivirus, informează că luni 9 iulie, mii de calculatoare ar putea rămâne fără internet ca efect al infectării cu virusul DNS Changer. Pentru a evita întreruperile utilizatorii pot folosi aplicația gratuită DNS Changer Detector care elimină efectele familiei de viruşi.În Europa, produsele eco sunt mai scumpe cu până la 46% față de cele convenționale, conform Centrului pentru Cercetare în Retail (CRR). În 2012 diferența de preț ar urma să scadă cu 13 procente, până la 40,5%.Într-o epocă a jucăriilor high-tech, cubul Rubik n-a fost parcă niciodată atât de popular. Publicaţia 24/7 Wall Street a făcut o listă cu primele 10 cele mai bine vândute produse încă de la prima apariţie pe piaţă.Retailerul austriac de mobilier kika a înregistrat, în primele șase luni ale acestui an, o creștere de 7% a vânzărilor, comparativ cu perioada similară a anului trecut, la magazinul din Militari.La scurt timp după nunta lui Mark Zuckerberg, un alt co-fondator Facebook s-a căsătorit. Este vorba despre Chris Hughes. Cei doi, alături Andrew McCollum şi David Morin - şi ei milionari care lucrează la Facebook - au făcut alegeri atipice cu privire la nunţile lor.Guvernul a calculat cheltuielile pe care urmează să le aibă cu referendumul de demitere a președintelui. 95 de milioane de lei a alocat Guverul pentru organizarea referendumului. Suma este mai mare ca cea de la referendumul din 2007 dar și secțiile vor fi mai multe, urmând să fie deschise circumscripții și în străinătateComisia Europeană (CE) a ajuns la concluzia preliminară că două contracte bilaterale încheiate între Hidroelectrica şi ArcelorMittal Galaţi constituie, probabil, ajutor de stat ilegal şi a început procedura oficială de investigare.Apartamentul de hotel ideal din Cluj are dotările Apartamentului Prezidențial de la City Plaza, ambientul înconjurător al Apartamentului 101 de la Sungarden Resort, panorama oferită de Honeymoon Suite de la Grand Hotel Italia și celebritatea apartamentelor de la Opera Plaza.Echipele de fotbal Pandurii Târgu-Jiu şi Minerul Motru au fost sponsorizate cu 8,8 mil. lei, chiar dacă SNLO nu prevăzuse sumele în bugetul de venituri şi cheltuieliComisia Naţională a Valorilor Mobiliare (CNVM) a lansat o investigaţie la SIF Muntenia (SIF4), pentru a verifica dacă este legală decizia SAI Muntenia Invest de limitare la 5% a drepturilor de vot ale unui grup de 37 de acţionari care deţin aproape 16,9% din titlurile SIF.Elevii care au dat, ieri, proba la alegere a profilului susţin că cele mai grele subiecte au fost la fizică. Biologia, dar şi probele de la profil uman nu le-au pus probleme. Odată ce au terminat cu cartea, pentru elevi a sosit vremea petrecerii.Bucureştenii sunt aşteptaţi din nou mâine la Cursa de Raţe, organizată de ProFM. La cursa de raţe de plastic s-au înscris 5.000 de bucureşteni. Rața care trece prima linia de sosire va câştiga marele premiu în valoare de 500 de euro.Universitatea Apollonia şi-a schimbat sediul administrativ din strada Păcurari nr. 11, lângă corpul E al Universităţii ""Cuza"", pe strada Muzicii nr. 2, în spate la depozitul farmaceutic Ropharma.Patru unităţi de schimb valutar şi 11 case de amanet din oraş au fost vizitate de poliţişti pentru a-i pune în gardă pe angajaţi despre cum să se păzează de infracţiunile comise cu violenţă. Oamenii legii au verificat şi buna funcţionare a sistemelor de alarmă, de televiziune cu circuit închis şi siguranţa caselor de valori.
Povestea zguduitoare a coloniei miniere Ciudanoviţa: boxul şi fotbalul au fost îngropate, iar oamenii trăiesc lîngă mormane radioactive! Ruşii au exploatat uraniu la Ciudanoviţa ca să recupereze datoria după Al Doilea Război Mondial. Ei au transformat locul într-un paradis straniu al anilor '60: două cinematografe, spital cu maternitate şi 300 de angajaţi, restaurante, trei alimentare, şapte şcoli, patru secţii sportive. Ruinele de acum. Doar că zona era încercuită şi păzită permanent. La mină lucrau 15.000 de români din toată ţara, completaţi de 2.000 de deţinuţi. Găseai blugi şi whisky, iar salariul unui miner era de zece ori mai mare decît al unui doctor!Scrutinul îi găseşte pe libieni într-o confuzie politică totală şi într-un context de securitate tensionat. Aproape trei milioane de alegători sunt aşteptaţi astăzi la urne pentru a alege membrii Parlamentului de la Tripoli, primul scrutin liber în Libia după mai bine de patru decenii sub regimul lui Muammar Gaddafi.Hugo Chavez, liderul socialist de la Caracas, a ţinut să marcheze într-un mod deosebit cea de-a 201-a aniversare a independenţei Venezuelei. Autorităţile au organizat o paradă militară somptuoasă la care au defilat şi ultimele achiziţii în materie de armament: avioane de vânătoare, elicoptere de asalt, blindate şi sisteme de apărare antiaeriană, toate de fabricaţie rusească.Liderii palestinieni doresc o anchetă internaţională privind cauzele morţii liderului istoric al Autorităţii Palestiniene Yasser Arafat, pentru a putea închide acest capitol, a declarat, joi, ministrul palestinian al Afacerilor Externe, Riyad al-Malki.",https://www.b1.ro/stiri/revista-presei/revista-presei-sambata-7-iulie-suspendarea-lui-traian-basescu-tema-principla-inclusiv-in-tabloide-cum-a-fost-titrata-la-cald-in-online-foto-32519.html,2020-03-06,
6,6,b1.ro,"Gabriel Tamaș, probleme de sănătate în arest","Vești TRISTE! Gabriel Tamaș se simte tot mai rău în arest: ""Îl doare inima, e alb ca varul și complet palid""
Gabriel Tamaș petrece a treia noapte în arest, după ce a fost prins de autoritățile israeliene în timp ce conduceea cu peste 205 kilometri pe oră, după ce consumase și băuturi alcoolice.
Tribunalul a luat decizia de a-l reține pe fotbalist la cererea poliției, astfel că acesta va rămâne în arest până la finalizarea cercetărilor.
ULUITOR! ARSENIE BOCA I-A PREZIS SFÂRȘITUL! ANAMARIA PRODAN E RĂVĂȘITĂ DE DURERE! ROMÂNIA ÎN LACRIMI
Avocatul lui Tamaș a făcut deja apel la această decizie, cerând eliberarea sa sau măcar ca arestul să fie la domiciliu, dar nu i s-a acceptat: ""Dacă ar fi fost israelian, ar fi fost deja liber și nici măcar nu era arestat la domiciliu"", este declarația acestuia, potrivit Digisport.ro.
IMAGINI NECENZURATE CU MIHAELA RĂDULESCU! PRINSĂ ÎN PAT CU UN BĂRBAT CELEBRU! AMOR NEBUN LA FERMA!
Totodată, publicația One susține că starea de sănătate a jucătorului este din ce în ce mai precară.
""E alb ca varul și complet palid"", susține publicația.
""E nevoit să doarmă într-un centru de detenție. E deja a treia noapte și nu prea a dormit, îl doare inima"", se mai arată în articolul respectiv.",https://www.b1.ro/stiri/monden/gabriel-tamas-arest-stare-de-sanatate-269238.html,2020-03-06,
7,7,b1.ro,Declarație uluitoare a ministrului Justiției. Raluca Prună: Am mințit la CEDO spunând că noi am asigurat buget pentru şapte penitenciare,"Știm că timpul tău e prețios, așa că nu te vom deranja cu știri care nu sunt știri.Abonează-te la notificările B1.ro și vei primi o selecție riguroasă a celor mai importante știri ale zilei.",https://www.b1.ro/video/declaratie-uluitoare-a-ministrului-justitiei-raluca-pruna-am-mintit-la-cedo-spunand-ca-noi-am-asigurat-buget-pentru-sapte-penitenciare-61962.html,2020-03-06,
8,8,b1.ro,"Poliţistul pedofil, suspectat în alte 15 cazuri: Acestea au avut loc din 2009 până în prezent","Știm că timpul tău e prețios, așa că nu te vom deranja cu știri care nu sunt știri.Abonează-te la notificările B1.ro și vei primi o selecție riguroasă a celor mai importante știri ale zilei.",https://www.b1.ro/video/politistul-pedofil-suspectat-in-alte-15-cazuri-acestea-au-avut-loc-din-2009-pana-in-prezent-75326.html,2020-03-06,
9,9,b1.ro,"Mihai Stoica, blocat în loja Pandurilor","Știm că timpul tău e prețios, așa că nu te vom deranja cu știri care nu sunt știri.Abonează-te la notificările B1.ro și vei primi o selecție riguroasă a celor mai importante știri ale zilei.",https://www.b1.ro/video/mihai-stoica-blocat-in-loja-pandurilor-52705.html,2020-03-06,
10,10,b1.ro,"Tot ce trebuie să ştii despre Dacia Spring, primul model 100% electric al grupului (VIDEO)","Tot ce trebuie să ştii despre Dacia Spring, noul model 100% electric al Grupului Renault (VIDEO)
Grupul Renault a lansat ieri, 3 materie, Dacia Srping, primul model 100% al grupului. Dacia Srping este un model de segment mini cu 5 uşi şi 4 locuri, întrunind calităţile cunoscute ale mărcii: simplitate, robusteţe şi accesibilitate.
Caroseria noului model vine într-o nuanţă de gri, cu elemente decorative într-un ton flourescent de portocaliu. Modelul beneficiază de scuturi de protecţie laterală şi scuturi integrate în barele din faţă şi spate, iarautonomia modelului este de 200 km, după cum se relatează Dacia într-un Comunicat de presă.
Farurile sunt 100% LED şi divizate în două niveluri, o linie orizontală în parte superioară şi o serie de elemente grafice integrate în bara de protecţie, a anunţat constrctorul auto.
Potrivit G4media.ro, se pare că modelul Dacia Spring va păstra dimensiunile modelului Renault City K-ZE, astfel fiind mai mare ca Renault Zoe dar mai mică faţă de o Dacia Sandero. Mai mult decât atât, potrivit srusei citate anterior, preţul pentru noul autoturism electric de la Dacia va fi de aproximativ 15.000 de euro. Creşterea se va datora sistemelor de siguranţa prevăzute de noile reglementări de siguranţă ce vin odată cu anul 2021.",https://www.b1.ro/stiri/auto/tot-ce-trebuie-sa-stii-despre-dacia-spring-primul-model-100-electric-al-grupului-video-323760.html,2020-03-06,
11,11,b1.ro,Surse: Cioloș se pregătește să schimbe cinci miniștri din actualul Cabinet (VIDEO),"Surse: Cioloș se pregătește să schimbe cinci miniștri din actualul Cabinet (VIDEO)
Guvernul Cioloş se pregăteşte de remaniere. Potrivit unor surse politice, nu mai puţin de cinci miniştri din actualul Cabinet sunt vizaţi de Cioloş pentru a fi schimbaţi, informează B1 TV.
Printre ei ar fi Raluca Prună, Ministrul Justiției, dat fiind că au apărut mai multe discuții referioare la Ordonanța de Urgență privind Interceptările.
Și Ministrul Sănătății, Patriciu Achimaș-Cadariu, ar fi vizat de remaniere pentru că a gestionat defectuos ancheta în cazul bebelușilor din Argeș care au ajuns cu SHU la Spitalul Marie Curie din Capitală.
Pe aceeași listă a remanierii ar mai fi, potrivit surselor, Ministrul Finanțelor, Anca Dana Dragu, Ministrul Mediului, Cristiana Pașca Palmer, și Ministrul Fondurilor Europene, Aura Carmen Răducu.
Surse: Cioloș se pregătește să schimbe cinci miniștri din actualul Cabinet",https://www.b1.ro/stiri/politica/surse-ciolos-se-pregateste-sa-schimbe-cinci-ministri-din-actualul-cabinet-video-144878.html,2020-03-06,
12,12,b1.ro,Le Monde: România contra Europei? Victor Ponta atentează la statul de drept și la democrație,"Le Monde vorbește într-un editorial publicat luni, despre derapajele politice din țara noastră. În articolul intitlulat ""România contra Europei?"" se atrage atenția că, printr-o lovitura de stat aparent legală, premierul Victor Ponta atentează la statul de drept și la democrație.
„La București, vinovată este nu dreapta, ca la Budapesta, ci stânga. Guvernul socialist al lui Victor Ponta s-a angajat într-un fel de ""lovitura de stat legală"" îngrijorătoare. Indiferent de abilitățile juridice atent des invocate de prietenii lui Ponta, rezultatul este același: suntem la opusul a ceea ce ne așteptam de la o țară membră a unui club care se dorește un model de practici democratice”, scrie Le Monde.
Jurnaliștii francezi scriu că Victor Ponta aduce atingere a ceea ce ar trebui sa fie cel mai sacru pentru Europa: democrația.
„Comportamentul său pune din nou pe masa chestiunea pertinenței extinderii UE din 2007 - prea repede, prea dezinvoltă”, mai scrie Le Monde.",https://www.b1.ro/stiri/externe/le-monde-romania-contra-europei-victor-ponta-atenteaza-la-statul-de-drept-si-la-democratie-33230.html,2020-03-06,
13,13,b1.ro,Nicușor Dan e încrezător că va avea susținerea USR în cursa pentru Primăria Capitalei: E un partid cu o puternică democrație internă. Acolo chiar contează voința membrilor,"Știm că timpul tău e prețios, așa că nu te vom deranja cu știri care nu sunt știri.Abonează-te la notificările B1.ro și vei primi o selecție riguroasă a celor mai importante știri ale zilei.",https://www.b1.ro/video/nicusor-dan-e-increzator-ca-va-avea-sustinerea-usr-in-cursa-pentru-primaria-capitalei-e-un-partid-cu-o-puternica-democratie-interna-acolo-chiar-conteaza-vointa-membrilor-90446.html,2020-03-06,
14,14,b1.ro,"Victor Ponta, în ședința de Guvern despre reducerea TVA","Știm că timpul tău e prețios, așa că nu te vom deranja cu știri care nu sunt știri.Abonează-te la notificările B1.ro și vei primi o selecție riguroasă a celor mai importante știri ale zilei.",https://www.b1.ro/video/victor-ponta-in-sedinta-de-guvern-despre-reducerea-tva-41826.html,2020-03-06,
15,15,b1.ro,Ilie Năstase a jignit o jurnalistă,"Știm că timpul tău e prețios, așa că nu te vom deranja cu știri care nu sunt știri.Abonează-te la notificările B1.ro și vei primi o selecție riguroasă a celor mai importante știri ale zilei.",https://www.b1.ro/video/ilie-nastase-a-jignit-o-jurnalista-10952.html,2020-03-06,
16,16,b1.ro,"Monica Iacob-Ridzi: M-aş fi autosuspendat din PDL, dar nu permite statutul","Fostul ministru al Tineretului şi Sportului, Monica Iacob-Ridzi, o atacă pe Sulfina Barbu, liderul organizaţiei de femei a PDL, care ceruse suspendarea sa din partid. Nici Sulfina Barbu nu a luat decizia de a se autosuspenda din partid când a avut dosare penale, a declarat Ridzi într-un interviu pentru Mediafax.
Iacob-Ridzi precizează că în cazul său Justiţia nu este obstrucţionată de statutul de parlamentar, motiv pentru care nu va demisiona din Parlament. ""Trebuie sa îmi continui activitatea"", a menţionat fostul ministru după semnalele primite de la alegatorii colegiului său din Hunedoara.
""Pot să vă spun că m-aş fi autosuspendat deja dacă aş fi avut această posibilitate statutară”, susţine Ridzi. Aceasta îi acuză pe cei care îi cer autosuspendarea că nu cunosc prevederile statului adăugând că în statutul actual al PDL nu există această noţiune.
Întrebată de reporterul Mediafax despre menţionarea numelui său alături de cel al deputatului PDL Dan Păsat în raportul Comisiei Europene pe justiţie, Ridzi a declarat că raportul dat publicitaţii de instituţia europeană este inexact.
”Aş menţiona cu titlu de exemplu susţinerea conform căreia Parlamentul nu a permis percheziţia unui calculator personal care mi-a aparţinut. Această afirmaţie din raport nu este corectă, nu este vorba despre un calculator personal, ci despre un calculator al instituţiei. Nu este vorba despre un calculator pe care l-am folosit doar eu, ci de un calculator folosit şi de alte persoane, inclusiv de ministrul care mi-a urmat”, a explicat Ridzi.
Fostul ministru se declară în favoarea propunerii lui Emil Boc referitoare la suspendarea din partid a celor trimişi în judecată, dar spune că şi-ar dori să aibă şi acum posibilitatea statutară de a se autosuspenda în faza de urmărire penală: “Da, o agreez, o susţin, dar nu vreau sa ajung în această situaţie de a fi suspendată de drept la trimiterea în judecată, ci vreau să am posibilitatea statutară de a mă autosuspenda acum, în faza de urmărire penală. Ori, această posibilitate, în prezent, nu este prevăzută de statutul partidului.”
Monica Iacob-Ridzi este anchetată de către Direcţia Generală Anticorupţie dupa ce presa a dezvaluit sumele nejustificat de mari platite pentru manifestarile organizate în Costineşti cu ocazia zilei Tineretului in 2009. După acest scandal Ridzi si-a înaintat demisia din funcţia de Ministru al Tineretului şi Sportului fiind înlocuită de Sorina Placintă.",https://www.b1.ro/stiri/politica/monica-iacob-ridzi-m-as-fi-autosuspendat-din-pdl-dar-nu-permite-statutul-528.html,2020-03-06,
17,17,b1.ro,"Traian Băsescu, despre proiectul legii salarizării: ""Guvernul îți dă cu o mână și îți ia cu cealaltă prin deprecierea monedei naționale sau prin creșterea prețurilor""","Știm că timpul tău e prețios, așa că nu te vom deranja cu știri care nu sunt știri.Abonează-te la notificările B1.ro și vei primi o selecție riguroasă a celor mai importante știri ale zilei.",https://www.b1.ro/video/traian-basescu-despre-proiectul-legii-salarizarii-guvernul-iti-da-cu-o-mana-si-iti-ia-cu-cealalta-prin-deprecierea-monedei-nationale-sau-prin-cresterea-preturilor-67812.html,2020-03-06,
18,18,b1.ro,"BĂSESCU: PARCHETUL GENERAL a pus sechestru pe terenul de la Nana al fiicei mele, deși se recunoștea că a fost un cumpărător de bună-credință","Știm că timpul tău e prețios, așa că nu te vom deranja cu știri care nu sunt știri.Abonează-te la notificările B1.ro și vei primi o selecție riguroasă a celor mai importante știri ale zilei.",https://www.b1.ro/video/basescu-parchetul-general-a-pus-sechestru-pe-terenul-de-la-nana-al-fiicei-mele-desi-se-recunostea-ca-a-fost-un-cumparator-de-buna-credinta-64842.html,2020-03-06,
19,19,b1.ro,Goi de amorul artei!,"Știm că timpul tău e prețios, așa că nu te vom deranja cu știri care nu sunt știri.Abonează-te la notificările B1.ro și vei primi o selecție riguroasă a celor mai importante știri ale zilei.",https://www.b1.ro/video/goi-de-amorul-artei-57603.html,2020-03-06,
20,20,b1.ro,"Victor Ponta critică Guvernul Cioloș: Catastrofă! Din punctul meu de vedere, și dacă e dat jos azi e foarte târziu","Fostul premier Victor Ponta a criticat Guvernul Cioloș în cadrul unei conferințe de presă la care a fost prezent luni, la Târgoviște.
Ponta l-a caracterizat ca fiind o “catastrofă” și dacă „ar fi dat jos astăzi, tot ar fi prea târziu”, a spus acesta.
''Catastrofă! Dar neașteptată. Ca să fiu corect, neașteptată, din punctul meu de vedere și cred că din punctul de vedere al multora. De ce? Pentru că sunt oameni nepotriviți, mulți. Nu vorbesc, domnul Motoc, domnul Comănescu, ok, se pricep la domeniile respective. Mulți sunt veniți, cum e venit cel de la Energie, omul a venit cu o sarcină: distruge, pune totul la pământ, pleacă înapoi la off-shore-ul ăla de 10.000 de euro, și și-a făcut treaba. Și noi rămânem cu energie din Ungaria și Cehia. Însă mai jos, problema e că nu se ia nicio decizie, de niciun fel'', a spus fostul premier, conform Agerpres.
''Deci când se dă jos Guvernul? Din punctul meu de vedere, și dacă e dat jos azi e foarte târziu. Adică s-au pierdut niște lucruri exact când România mergea în direcția bună. Decizia politică nu știu, dar așa după cum știți, nu am votat Guvernul Cioloș, dar mă prezint la moțiunea de cenzură să o votez, când va fi, dacă va fi'', a afirmat Victor Ponta.
Fostul prim-ministru s-a referit și la demisiile din actualul Guvern.
''Cred că nu mai apucăm să mai dăm ceva jos. După cum vedeți, ei se dau jos câte unul pe săptămână. Problema mea e următoarea: când va lua decizia conducerea PSD, nu știu, pentru că nu fac parte din conducerea PSD. Ceea ce știu sigur este că suntem deja în mai și am pierdut niște lucruri pe care nu le mai putem recupera, de aia vorbesc eu de meșterul Manole. Și vă iau pe rând: fonduri europene, anul trecut 5 miliarde de euro, anul acesta zero; știți povestea: Ponta nu face investiții, anul acesta sunt 40% din investițiile alea nefăcute de Ponta anul trecut; 25% în plus la salarii pentru medici și profesori i-am dat anul trecut, însă în ideea în care și anul acesta se va merge, nu se dă nimic'', a spus Ponta.
''Am văzut că și-a dat demisia ministrul Sănătății, în regulă decizia din punctul meu de vedere, dar sunt situații pe care le vedem mai puțin, pentru că nu sunt reflectate în presă, dar mai periculoase decât ceea ce se întâmplă în sănătate. Nu știe nimeni și nici nu va publica nimeni faptul că în weekend România a importat 1.300 de megawați energie din Cehia și din Ungaria. Asta înseamnă că o să băgăm în faliment și Compania Națională a Huilei și Compania Energetică Oltenia, asta înseamnă că o să dăm afară zeci de mii de oameni'', a susținut Ponta.
Fostul premier Victor Ponta a fost prezent luni la Târgoviște la inaugurarea unui corp de clădire în campusul Universității Valahia și a susținut o conferință de presă la sediul PSD Dâmbovița.",https://www.b1.ro/stiri/politica/victor-ponta-critica-guvernul-ciolos-catastrofa-din-punctul-meu-de-vedere-si-daca-e-dat-jos-azi-e-foarte-tarziu-148802.html,2020-03-06,
21,21,b1.ro,Document: Decizia prin care C.N.S.A.S. l-a spălat pe Ilie Sârbu în dosarul de securitate (VIDEO),"Exclusiv
Document: Decizia prin care C.N.S.A.S. l-a spălat pe Ilie Sârbu în dosarul de securitate
a prezentat în exclusivitate, duminică, în cadrul emisiunii, la postuldecizia Colegiului Consiliului Național pentru Studierea Arhivelor Securității, din anul 2006, potrivit căreia Ilie Sârbu nu a fost agent/ colaborator al poliției comuniste.În decizia C.N.S.A.S., nr. 14421, din data de 02.11.2006, se arată că ""SRI a predat dosarul de urmărire informativă nr. I 99346, corespunzător perioadei 1983-1988, deschis pe numele domnului Sârbu Ilie pentru relații suspecte cu cetățeni străini, audierea și colportarea emisiunilor postului de radio Europa Liberă. Dosarul conține o însemnare marginală, semnată de un ofițer de Securitate, care poate fi interpretată în sensul că titularul dosarului ar fi fost folosit ca sursă, fapt neconfirmat de celelalte document e din dosar"".""În dosarul de urmărire informativă nr I 119067, deschis pentru urmărirea altei persoane, există un material întocmit și semnat de un ofițer de Securitate din care se poate deduce că se urmărea folosirea domnului Sârbu Ilie în scopul obținerii de informații despre titularul dosarului, fără a rezulta că intenția Securității ar fi fost pusă în practică.Dosarele nu conțin elemente de colaboare cu poliția politică comunistă privitoare la domnul Sârbu Ilie.S.I.E. a comunicat că nu au fost identificate dosare sau document e întocmite de fostele organe de securitate pe numele domnului Sârbu Ilie.S.I.A. a răspuns că nu deține informații/dosare/ document e întocmite pe numele domnului Sârbu Ilie pentru stabilirea calității de agent sau colaborator al poliției politice comuniste, precum și că acesta nu a fost ofițer al fostei Direcții a IV-a din cadrul departamentului Securității Statului"", se arată în decizie. Astfel, potrivit decizie , ""Domnul Sârbu Ilie, fiul lui Ilie și Octavia, născut la data de 26.05.1950, în Ciuta, jud. Caraș-Severin, nu a fost agent/colaborator al poliției politice comuniste"".Cu toate acestea, decizia a fost dată în lipsa dosarului complet a lui Sârbu și în lipsa document elor care sunt în arhivele SIE și SRI, explică Orcan.În ediția de marți a emisiunii """", Sabin Orcan a dezvăluit despre ofiţeri acoperiţi sau colaboratori ai serviciilor secrete care ocupă funcţii-cheie în stat, pe """" fiind chiar Ilie Sârbu, fost ministru al Agriculturii, liderul PSD, senator social-democrat și socrul premierului Victor Ponta. ( Detalii AICI",https://www.b1.ro/stiri/eveniment/document-decizia-prin-care-c-n-s-a-s-l-a-spalat-pe-ilie-sarbu-in-dosarul-de-securitate-video-122257.html,2020-03-06,
22,22,b1.ro,"Raed Arafat, apostrofat pe aeroportul din Bruxelles: „Demisia, atât vreau, nu e greu! Colectiv, domnu' Arafat, nu uitaţi!”","Știm că timpul tău e prețios, așa că nu te vom deranja cu știri care nu sunt știri.Abonează-te la notificările B1.ro și vei primi o selecție riguroasă a celor mai importante știri ale zilei.",https://www.b1.ro/video/raed-arafat-apostrofat-pe-aeroportul-din-bruxelles-demisia-atat-vreau-nu-e-greu-colectiv-domnu-arafat-nu-uitati-92713.html,2020-03-06,
