,Len,Indices
1329,4,"[8176, 44086, 71667, 90296]"
1330,3,"[45982, 49938, 101592]"
1331,4,"[34569, 34754, 36333, 50372]"
1332,11,"[1075, 25827, 44147, 44959, 51956, 72296, 73645, 93166, 93556, 107718, 131915]"
1333,7,"[28966, 47732, 52010, 73795, 87275, 102381, 105420]"
1334,7,"[39932, 61146, 76606, 96104, 118661, 127116, 129908]"
1335,7,"[8209, 31871, 36919, 56146, 90265, 91194, 130049]"
1336,2,"[22747, 43595]"
1337,6,"[44235, 57903, 74311, 97758, 122055, 127528]"
1338,7,"[7486, 20016, 21289, 46587, 66969, 82212, 86550]"
1339,5,"[31941, 88575, 113971, 119407, 128535]"
1340,4,"[53355, 106299, 107282, 121124]"
1341,73,"[5472, 5608, 9035, 9529, 9703, 18982, 20131, 21862, 21894, 22055, 22122, 23197, 23835, 25993, 26369, 26564, 29331, 32381, 32443, 33132, 33548, 37344, 37369, 37595, 38108, 42967, 46164, 46263, 46370, 51012, 51197, 51505, 53403, 54038, 56785, 56845, 61954, 63018, 63301, 67497, 68291, 68316, 68419, 74846, 83262, 83421, 85856, 87970, 88546, 92672, 94447, 95100, 96170, 96394, 109846, 109992, 110578, 113042, 113549, 116598, 116719, 117591, 117929, 121672, 121811, 122452, 126788, 126996, 127260, 130215, 130466, 130485, 130572]"
1342,12,"[4302, 17813, 18569, 20268, 24687, 27884, 28720, 29259, 48392, 63058, 83151, 107699]"
1343,6,"[2280, 16951, 45535, 64375, 65884, 117872]"
1344,7,"[33939, 62857, 83597, 101877, 109279, 121642, 127293]"
1345,8,"[14216, 18928, 44894, 61259, 61605, 98935, 101314, 112158]"
1346,6,"[5654, 23787, 45885, 76692, 92015, 109980]"
1347,4,"[38639, 42039, 82899, 126377]"
1348,2,"[7844, 19908]"
1349,6,"[9528, 35670, 38820, 39410, 67320, 86740]"
1350,6,"[2023, 65866, 101623, 104442, 104922, 120807]"
1351,2,"[27624, 86522]"
1352,5,"[3467, 17630, 46647, 63542, 66922]"
1353,4,"[29454, 49530, 88259, 108400]"
1354,11,"[650, 4252, 27288, 48368, 49569, 85115, 89745, 97110, 101583, 103757, 115329]"
1355,4,"[45090, 80638, 105900, 123385]"
1356,10,"[1783, 20550, 45506, 49604, 60540, 84122, 85865, 91902, 103557, 123026]"
1357,6,"[29282, 35761, 40969, 74439, 82990, 125417]"
1358,12,"[1642, 4010, 5870, 39249, 47736, 54196, 66528, 78745, 98349, 120032, 120094, 126593]"
1359,6,"[29361, 49238, 64397, 98004, 110343, 113711]"
1360,4,"[2854, 36058, 49519, 68971]"
1361,2,"[86868, 100337]"
1362,3,"[40515, 72729, 111413]"
1363,10,"[6595, 28793, 29022, 48490, 68931, 80432, 80434, 100100, 106698, 123766]"
1364,5,"[24030, 29480, 64729, 107123, 113834]"
1365,5,"[14279, 35950, 104101, 108023, 127653]"
1366,6,"[12456, 15261, 18779, 28779, 43586, 104841]"
1367,4,"[13149, 37082, 56618, 87067]"
1368,3,"[28164, 30185, 86347]"
1369,6,"[8312, 25367, 65352, 67785, 78532, 84810]"
1370,2,"[10971, 75610]"
1371,3,"[62323, 64315, 80875]"
1372,4,"[12655, 26757, 64707, 120388]"
1373,5,"[22721, 89387, 102535, 103656, 113354]"
1374,7,"[1773, 16557, 19996, 42285, 60499, 70247, 90228]"
1375,6,"[36895, 38377, 46299, 71638, 84379, 102235]"
1376,3,"[47331, 64832, 69567]"
1377,7,"[11262, 26441, 43307, 75200, 94243, 104714, 111762]"
1378,14,"[2569, 3686, 4479, 5788, 7184, 30505, 36575, 43705, 51041, 52066, 103870, 114905, 122931, 128851]"
1379,7,"[43295, 51845, 57216, 86473, 105301, 124891, 127614]"
1380,10,"[13609, 21007, 24244, 24288, 33685, 36922, 59830, 63146, 110846, 119657]"
1381,6,"[18511, 43765, 57131, 57645, 109099, 119600]"
1382,2,"[98779, 128619]"
1383,3,"[12450, 45268, 46609]"
1384,5,"[10914, 13136, 43006, 76673, 93344]"
1385,7,"[5717, 12110, 30950, 32299, 62105, 123069, 130993]"
1386,7,"[18176, 45821, 79841, 92092, 109080, 119497, 132224]"
1387,4,"[14573, 32325, 72984, 118119]"
1388,4,"[8765, 26421, 43772, 49230]"
1389,9,"[9316, 13078, 59412, 76512, 81096, 87402, 104532, 125285, 130884]"
1390,3,"[55883, 71618, 122724]"
1391,11,"[879, 5370, 14433, 30864, 40709, 60349, 73116, 80778, 92661, 120433, 130156]"
1392,4,"[45926, 94386, 110604, 130230]"
1393,2,"[7953, 60578]"
1394,3,"[41854, 90811, 105505]"
1395,5,"[83392, 85643, 88901, 121778, 132848]"
1396,3,"[44247, 45098, 59235]"
1397,23,"[969, 1068, 5381, 16360, 18204, 28373, 37877, 45339, 46462, 46642, 48882, 51633, 51671, 54949, 66671, 66722, 79834, 81970, 88331, 101605, 101738, 117152, 131329]"
1398,5,"[5912, 49645, 69286, 69621, 122826]"
1399,12,"[16483, 17983, 48120, 71076, 85733, 88330, 90571, 103878, 104827, 108686, 112885, 127873]"
1400,4,"[7300, 38096, 38906, 92762]"
1401,3,"[50805, 72015, 122872]"
1402,7,"[50185, 59079, 69081, 76012, 80962, 115375, 126039]"
1403,10,"[15132, 31504, 51745, 57408, 76710, 85969, 86384, 102480, 129948, 131277]"
1404,8,"[7425, 29978, 31269, 51100, 54893, 69955, 99604, 125544]"
1405,4,"[78989, 87139, 95820, 132386]"
1406,4,"[4026, 98530, 105658, 125177]"
1407,3,"[11960, 75444, 121197]"
1408,7,"[8013, 9718, 25254, 71494, 73768, 109469, 109900]"
1409,5,"[14115, 41314, 55104, 106806, 132318]"
1410,8,"[41241, 43828, 49958, 60842, 78696, 80278, 98292, 118518]"
1411,6,"[17090, 71305, 80533, 93069, 100208, 116081]"
1412,5,"[45065, 78772, 98380, 111981, 129413]"
1413,10,"[549, 27419, 45659, 56862, 60509, 72748, 92292, 97773, 109214, 128055]"
1414,6,"[10950, 11654, 32660, 54985, 70037, 108597]"
1415,6,"[41739, 52921, 61675, 67927, 81736, 99555]"
1416,9,"[19366, 23999, 41862, 48967, 65183, 90657, 92489, 95794, 122731]"
1417,6,"[12132, 18921, 21352, 21713, 43155, 104462]"
1418,19,"[833, 6481, 13275, 16889, 18061, 26953, 45343, 48957, 54809, 54817, 69792, 69874, 69876, 76919, 81715, 89424, 96315, 100993, 111299]"
1419,4,"[19964, 35745, 43891, 128191]"
1420,5,"[24921, 85726, 92225, 114373, 130972]"
1421,4,"[927, 51601, 56919, 92027]"
1422,115,"[888, 963, 1518, 5736, 6156, 6717, 7169, 8497, 11160, 11277, 11708, 12974, 14851, 15928, 16223, 16273, 17762, 23182, 23609, 23655, 24021, 26139, 26796, 28338, 29385, 29529, 29541, 34578, 34637, 35064, 36175, 36747, 37908, 40004, 41044, 41057, 42557, 44635, 45805, 45874, 46664, 47030, 48303, 48742, 48886, 49682, 49704, 49747, 49821, 49832, 49894, 50980, 53716, 54875, 55043, 55075, 58188, 58866, 59281, 59428, 59445, 60119, 60406, 62137, 62898, 64852, 64914, 66592, 69550, 69950, 73740, 73914, 74113, 74678, 74744, 76680, 76809, 79425, 79699, 80681, 80854, 81567, 84050, 84230, 85183, 88150, 88286, 89633, 90111, 92062, 93475, 94149, 94203, 94267, 96312, 99015, 99328, 100249, 106248, 106289, 106631, 107108, 107480, 110497, 111127, 111212, 112979, 113884, 116695, 121248, 123435, 123579, 125491, 130133, 131350]"
1423,4,"[14891, 45713, 111832, 130032]"
1424,7,"[27120, 32147, 56655, 64682, 121937, 128070, 131372]"
1425,3,"[16636, 31827, 41173]"
1426,4,"[9233, 69632, 72674, 73085]"
1427,7,"[35731, 43809, 50246, 94314, 120600, 130218, 131313]"
1428,5,"[27645, 106358, 108511, 111986, 116812]"
1429,7,"[43264, 43462, 60972, 77489, 120879, 124783, 127259]"
1430,8,"[18571, 20049, 48248, 79579, 82623, 104675, 107965, 114530]"
1431,8,"[25617, 40652, 41037, 43019, 56742, 84174, 92117, 109107]"
1432,7,"[5728, 33318, 37324, 62474, 75944, 112779, 131245]"
1433,4,"[33771, 46689, 47293, 132633]"
1434,5,"[2447, 41881, 44195, 112246, 132186]"
1435,4,"[18474, 41806, 88279, 128733]"
1436,3,"[5209, 30822, 79965]"
1437,5,"[34832, 49490, 64133, 100142, 103320]"
1438,7,"[44852, 48398, 49940, 56755, 72565, 105831, 132648]"
1439,2,"[16807, 70006]"
1440,7,"[7695, 31645, 54046, 81167, 100845, 114666, 115710]"
1441,4,"[52097, 62374, 116726, 133258]"
1442,7,"[16038, 40904, 45523, 81434, 102513, 117545, 125398]"
1443,4,"[20381, 32575, 93293, 105247]"
1444,5,"[68168, 87739, 88091, 96168, 117839]"
1445,6,"[34324, 49334, 50458, 65516, 82161, 113135]"
1446,3,"[7549, 37615, 121944]"
1447,7,"[4434, 11076, 31298, 70038, 80395, 83530, 89585]"
1448,15,"[18929, 20349, 24798, 29281, 33868, 36278, 38745, 39039, 44669, 47652, 47797, 83201, 102215, 120581, 131541]"
1449,5,"[22625, 40029, 52989, 90679, 103399]"
1450,4,"[37214, 50162, 84657, 121484]"
1451,6,"[7376, 13178, 60001, 69506, 96217, 96913]"
1452,9,"[4964, 12424, 37355, 53339, 68348, 70741, 90259, 109100, 130324]"
1453,6,"[10563, 17737, 43795, 68770, 73980, 81739]"
1454,4,"[9700, 49174, 56939, 64349]"
1455,10,"[51515, 56336, 57373, 70809, 71960, 90340, 107945, 108705, 118795, 120998]"
1456,8,"[44079, 61260, 74325, 98934, 102642, 113379, 122296, 123655]"
1457,11,"[23410, 23631, 39006, 39205, 48705, 62361, 62740, 73586, 93684, 123386, 127684]"
1458,5,"[14709, 31577, 55652, 60518, 78207]"
1459,3,"[2786, 28753, 127218]"
1460,4,"[41856, 44726, 44739, 71591]"
1461,7,"[46617, 92161, 95562, 105680, 123244, 127090, 132716]"
1462,3,"[5939, 122468, 127941]"
1463,6,"[16482, 44155, 70357, 117268, 131823, 132391]"
1464,12,"[94, 27224, 28990, 72221, 95548, 101929, 104558, 105062, 109347, 114566, 128623, 128795]"
1465,4,"[27007, 50983, 66056, 111353]"
1466,3,"[8244, 46306, 56170]"
1467,6,"[27658, 38138, 60472, 108484, 112550, 118323]"
1468,19,"[17654, 19404, 24198, 39850, 39969, 61130, 66274, 71948, 76709, 78584, 79281, 85869, 93226, 93504, 94602, 98882, 107225, 131911, 132396]"
1469,9,"[8059, 21528, 56366, 71999, 81441, 103083, 125820, 131060, 131580]"
1470,7,"[44676, 46115, 63472, 85822, 102124, 130402, 131418]"
1471,14,"[2392, 11086, 28553, 47478, 63473, 81497, 88877, 92996, 98198, 98418, 101170, 115095, 126668, 131951]"
1472,3,"[13890, 30243, 58767]"
1473,11,"[14177, 31629, 31846, 48447, 56113, 61088, 69622, 72209, 82374, 101672, 112066]"
1474,7,"[11455, 65605, 68224, 72115, 85126, 86648, 112382]"
1475,2,"[10436, 12776]"
1476,12,"[13374, 48504, 52024, 53747, 72679, 76922, 88317, 120438, 126670, 129509, 131899, 132779]"
1477,2,"[3529, 126166]"
1478,4,"[3846, 86818, 100126, 131708]"
1479,4,"[26884, 44549, 97718, 115393]"
1480,4,"[39271, 63151, 74402, 82094]"
1481,4,"[15571, 67892, 113236, 130637]"
1482,9,"[973, 13152, 42749, 45863, 93437, 100307, 111261, 124284, 133127]"
1483,7,"[12098, 24683, 75597, 79513, 107790, 124271, 125389]"
1484,2,"[19925, 104661]"
1485,2,"[45394, 130518]"
1486,5,"[11437, 18005, 28548, 32989, 62694]"
1487,3,"[40582, 53517, 56151]"
1488,5,"[12275, 75845, 90731, 122595, 127588]"
1489,3,"[47624, 96284, 121551]"
1490,6,"[35937, 49133, 83241, 122163, 125223, 132184]"
1491,3,"[43655, 51305, 94495]"
1492,12,"[9893, 18024, 26105, 33210, 75634, 110108, 112902, 116724, 117474, 122898, 127720, 129703]"
1493,7,"[22386, 42123, 52779, 101525, 113298, 124969, 126765]"
1494,8,"[88, 53154, 66479, 67122, 91889, 101705, 126198, 127881]"
1495,9,"[37406, 39832, 46402, 46951, 64308, 76427, 76877, 83279, 88467]"
1496,12,"[6405, 7227, 15067, 20672, 41121, 61113, 86404, 95877, 99593, 114613, 115607, 132407]"
1497,3,"[16587, 61855, 80205]"
1498,8,"[15607, 19233, 57782, 63474, 79103, 108579, 116558, 116935]"
1499,8,"[39702, 39733, 41932, 44061, 48425, 70297, 75922, 98760]"
1500,5,"[17348, 29461, 34937, 49562, 80802]"
1501,2,"[45257, 105408]"
1502,11,"[26190, 28301, 45236, 49148, 51880, 66934, 72891, 80311, 99981, 116899, 120235]"
1503,11,"[22129, 22263, 39671, 72803, 93842, 97228, 101728, 105387, 117045, 126205, 128789]"
1504,4,"[10928, 123685, 123692, 127415]"
1505,3,"[21454, 46602, 112170]"
1506,7,"[8632, 46249, 48849, 55331, 91711, 91743, 123103]"
1507,3,"[11686, 22467, 83295]"
1508,6,"[23264, 46013, 51451, 87984, 117771, 130162]"
1509,3,"[30393, 52330, 127491]"
1510,4,"[39482, 45587, 69720, 97233]"
1511,13,"[23242, 38114, 48608, 49157, 73286, 77946, 83427, 101570, 106319, 113025, 116707, 124482, 130147]"
1512,5,"[9258, 19916, 42261, 83315, 110232]"
1513,17,"[5001, 9383, 31199, 44171, 46088, 47210, 56660, 56910, 85753, 87964, 93089, 95376, 108516, 113248, 127421, 130403, 130700]"
1514,9,"[14318, 46417, 49767, 53261, 76952, 120441, 121623, 127069, 130913]"
1515,5,"[19587, 29052, 94367, 113374, 127166]"
1516,6,"[4509, 6060, 31103, 37219, 87468, 130657]"
1517,3,"[35838, 79942, 119264]"
1518,4,"[22758, 41949, 56297, 97474]"
1519,11,"[9396, 27706, 28126, 34365, 47606, 52910, 61056, 61095, 79080, 105996, 110336]"
1520,4,"[4506, 44267, 80216, 80815]"
1521,4,"[2208, 50768, 75139, 123912]"
1522,5,"[14353, 39166, 60295, 93570, 123540]"
1523,9,"[2495, 8818, 41704, 44390, 44828, 48236, 50247, 50985, 86594]"
1524,2,"[18252, 122487]"
1525,7,"[52655, 56295, 63413, 67670, 75208, 116038, 123928]"
1526,7,"[13080, 62216, 71059, 75307, 85340, 89246, 110412]"
1527,6,"[21161, 21740, 38146, 44503, 60049, 118043]"
1528,5,"[36011, 72320, 89801, 105940, 108952]"
1529,5,"[18747, 43899, 43908, 95568, 108106]"
1530,13,"[6287, 9251, 14173, 34379, 55618, 70928, 83491, 92236, 98730, 114357, 115462, 115554, 121428]"
1531,8,"[26515, 49028, 51455, 58687, 79230, 82745, 102795, 114516]"
1532,4,"[52410, 58929, 67443, 75812]"
1533,8,"[24832, 34781, 37853, 45083, 62383, 62518, 74860, 94368]"
1534,6,"[26243, 31954, 49974, 58609, 82912, 104035]"
1535,5,"[21404, 52867, 68483, 88049, 109773]"
1536,3,"[14040, 15697, 79186]"
1537,4,"[59773, 75230, 130051, 132862]"
1538,3,"[52424, 64154, 67463]"
1539,3,"[20082, 63900, 82933]"
1540,10,"[6112, 23312, 29220, 38119, 76601, 83070, 88440, 96099, 115282, 130917]"
1541,5,"[19810, 42031, 102868, 118840, 126811]"
1542,15,"[19685, 31301, 31302, 39279, 43077, 47424, 50627, 54990, 58022, 77743, 89593, 114199, 115659, 117102, 130695]"
1543,8,"[9673, 29335, 45480, 76642, 76884, 96139, 96265, 112861]"
1544,5,"[8103, 61487, 84147, 119993, 127712]"
1545,6,"[58320, 87182, 104145, 117241, 129351, 133260]"
1546,5,"[19016, 37551, 42649, 62119, 96437]"
1547,3,"[5838, 77601, 88776]"
1548,6,"[18790, 26326, 32072, 49304, 105342, 106865]"
1549,4,"[57619, 59187, 67341, 114537]"
1550,4,"[32411, 36102, 73207, 84053]"
1551,6,"[53483, 64665, 72388, 88051, 91963, 113809]"
1552,9,"[17242, 19189, 41696, 80698, 82445, 93328, 112081, 115349, 116867]"
1553,3,"[3864, 120018, 132780]"
1554,3,"[41682, 85057, 126023]"
1555,12,"[37162, 65295, 67715, 77346, 81546, 96952, 97161, 118057, 124265, 124894, 128858, 131479]"
1556,10,"[7888, 37845, 58595, 64068, 79659, 81146, 99287, 110818, 120132, 130889]"
1557,5,"[1386, 19945, 24256, 41505, 52248]"
1558,81,"[1096, 2256, 5252, 6248, 10606, 11317, 11603, 23723, 24219, 26878, 27812, 29418, 30832, 33365, 33579, 36163, 36187, 38447, 39114, 39129, 43032, 43037, 43229, 43798, 45701, 47034, 49853, 49965, 51096, 53624, 54670, 55105, 58740, 59537, 59596, 61389, 62831, 64955, 66886, 67314, 69561, 69809, 73923, 74779, 75062, 84260, 84351, 85751, 86458, 88194, 88383, 89172, 89350, 89706, 91301, 92906, 93588, 94566, 96290, 97484, 105569, 106524, 107172, 109944, 110359, 113773, 117842, 120469, 121045, 121067, 121923, 122269, 122395, 123006, 123508, 124534, 127336, 127540, 129659, 129979, 131232]"
1559,5,"[28794, 36402, 75965, 111009, 113138]"
1560,4,"[9150, 18521, 81972, 92157]"
1561,10,"[13047, 18503, 32165, 35166, 46607, 77781, 83751, 84099, 84176, 126988]"
1562,4,"[19036, 24556, 94798, 98764]"
1563,10,"[13998, 23750, 50530, 60929, 63575, 68563, 70192, 123879, 124775, 129111]"
1564,13,"[18412, 28509, 32887, 45349, 45531, 49573, 61359, 74666, 79824, 97427, 99363, 118221, 118901]"
1565,4,"[5215, 62007, 68599, 119118]"
1566,4,"[641, 48316, 126935, 132573]"
1567,6,"[2755, 12382, 36623, 55365, 84817, 90060]"
1568,5,"[4077, 30724, 51228, 114427, 121353]"
1569,2,"[26688, 35018]"
1570,8,"[29801, 31710, 42235, 81022, 85114, 90789, 100700, 114156]"
1571,5,"[84515, 88407, 120535, 120706, 121946]"
1572,9,"[9380, 27217, 56907, 96193, 101081, 104586, 112865, 113650, 130549]"
1573,10,"[32882, 34910, 35253, 43038, 64931, 84231, 113829, 119191, 130036, 130136]"
1574,5,"[17458, 24861, 36256, 65178, 65309]"
1575,3,"[29883, 73187, 86751]"
1576,5,"[21689, 29744, 50378, 85885, 111167]"
1577,5,"[48184, 53217, 70323, 79006, 98608]"
1578,3,"[7561, 90519, 131905]"
1579,14,"[7557, 13947, 14748, 24720, 46395, 57421, 57653, 73452, 80101, 87702, 100106, 110399, 115116, 131906]"
1580,4,"[45481, 61598, 101664, 129815]"
1581,5,"[47867, 71138, 97916, 119402, 131707]"
1582,4,"[17421, 58521, 94683, 119251]"
1583,7,"[19706, 53907, 82785, 88490, 104157, 106687, 131522]"
1584,10,"[3230, 11485, 45777, 65860, 68894, 87250, 96708, 100348, 103065, 112624]"
1585,4,"[20222, 57553, 79685, 94335]"
1586,3,"[35121, 62664, 64664]"
1587,4,"[15395, 69547, 89099, 115511]"
1588,5,"[15165, 54436, 56240, 90773, 129408]"
1589,13,"[6053, 29553, 31133, 56082, 57286, 60325, 63127, 64945, 77538, 77884, 82065, 88079, 118294]"
1590,4,"[3254, 23063, 86286, 106138]"
1591,12,"[1124, 17650, 37584, 53375, 69793, 103588, 103604, 106413, 107582, 117696, 117883, 127301]"
1592,8,"[1591, 14191, 18164, 43282, 44575, 45196, 127887, 131583]"
1593,3,"[52481, 67503, 67760]"
1594,5,"[8448, 65995, 85555, 91444, 122836]"
1595,7,"[23878, 35827, 56116, 56377, 59898, 63366, 71581]"
1596,9,"[7125, 53493, 68502, 74100, 80426, 106332, 106684, 123570, 133179]"
1597,8,"[53592, 57877, 68430, 76565, 79134, 88159, 123552, 131662]"
1598,4,"[50168, 107727, 132044, 132305]"
1599,3,"[81418, 109322, 124853]"
1600,4,"[2607, 37384, 53448, 94884]"
1601,8,"[16523, 24933, 29576, 49935, 55636, 56925, 65023, 128819]"
1602,6,"[23125, 24436, 70178, 74516, 82507, 98072]"
1603,8,"[11761, 30919, 40777, 45833, 91486, 96431, 97618, 117349]"
1604,6,"[20656, 22113, 24972, 77910, 84672, 97497]"
1605,7,"[2518, 44970, 51000, 101360, 103834, 126080, 132267]"
1606,5,"[14834, 75011, 97982, 107443, 123872]"
1607,3,"[14027, 17600, 19814]"
1608,8,"[8719, 44042, 52041, 77435, 106573, 112370, 120689, 129507]"
1609,5,"[45446, 62043, 80497, 90611, 100174]"
1610,10,"[10583, 53801, 84264, 93659, 101518, 117592, 118880, 119563, 121978, 127023]"
1611,7,"[3415, 30803, 45906, 53655, 57155, 64689, 102053]"
1612,14,"[19880, 24510, 50170, 52332, 55219, 71455, 88698, 103288, 106815, 106968, 117775, 120571, 126729, 129933]"
1613,5,"[39634, 103892, 108264, 110582, 119944]"
1614,6,"[3805, 45329, 52176, 83549, 84162, 110651]"
1615,4,"[17033, 83305, 100144, 114821]"
1616,4,"[56020, 84502, 119544, 120531]"
1617,4,"[5170, 28426, 42898, 77326]"
1618,2,"[35479, 128793]"
1619,5,"[7100, 39854, 57565, 70534, 115838]"
1620,8,"[30573, 41436, 46472, 46712, 49988, 67896, 132108, 132132]"
1621,9,"[18259, 38951, 49443, 49534, 57773, 60253, 64578, 84504, 110709]"
1622,3,"[18678, 32566, 89584]"
1623,5,"[79558, 102551, 109268, 122613, 128377]"
1624,2,"[13912, 105501]"
1625,5,"[2964, 64408, 66426, 83526, 103569]"
1626,14,"[2722, 9282, 21044, 24592, 47664, 60864, 60971, 78453, 87724, 92267, 101711, 114024, 114361, 119639]"
1627,5,"[4695, 39464, 68100, 119752, 123847]"
1628,8,"[17195, 20581, 22549, 46210, 48549, 75948, 98457, 105576]"
1629,4,"[9083, 13138, 59530, 92864]"
1630,11,"[31258, 50747, 54851, 57227, 73292, 74573, 92825, 109563, 114238, 131357, 132269]"
1631,8,"[5331, 9950, 29213, 40855, 42756, 46239, 53465, 105586]"
1632,4,"[2178, 29401, 49716, 83640]"
1633,5,"[5493, 31163, 44678, 118365, 130781]"
1634,3,"[72312, 86737, 118821]"
1635,4,"[18022, 32851, 94086, 112900]"
1636,23,"[5235, 5586, 19128, 24777, 31698, 31714, 32289, 42010, 53125, 53921, 60832, 68135, 78680, 87711, 88514, 98238, 106481, 115031, 116067, 118555, 121855, 128133, 129167]"
1637,2,"[1602, 104469]"
1638,3,"[14398, 81734, 130776]"
1639,2,"[22693, 81336]"
1640,6,"[6880, 9973, 61101, 79088, 109642, 126613]"
1641,4,"[7381, 8573, 21202, 105648]"
1642,16,"[4742, 29715, 31680, 38822, 55951, 58883, 67859, 68046, 71414, 81502, 102010, 115933, 116003, 116105, 129521, 132381]"
1643,2,"[69401, 133253]"
1644,7,"[2825, 15364, 59313, 60352, 71293, 106010, 129465]"
1645,8,"[11928, 31697, 46240, 55524, 55653, 72462, 125885, 128968]"
1646,6,"[11210, 42056, 46471, 78443, 92124, 131298]"
1647,5,"[13000, 19857, 23937, 43512, 59751]"
1648,9,"[4356, 19627, 52889, 67893, 73267, 92449, 92799, 110106, 123168]"
1649,3,"[41280, 48239, 126758]"
1650,5,"[8637, 61945, 91621, 120985, 127889]"
1651,11,"[22185, 36176, 43799, 68463, 81830, 84318, 86158, 88026, 108377, 113768, 119550]"
1652,5,"[10481, 46659, 63794, 64611, 123505]"
1653,4,"[287, 22472, 113130, 128726]"
1654,7,"[1589, 27916, 28144, 57033, 61878, 73005, 114226]"
1655,9,"[6793, 14116, 27733, 36287, 44244, 44448, 61110, 87811, 129635]"
1656,4,"[39849, 63378, 78577, 86003]"
1657,5,"[3260, 31228, 66170, 86293, 114390]"
1658,5,"[3109, 11248, 59276, 107980, 117711]"
1659,8,"[30225, 66785, 66837, 89235, 98552, 101449, 105096, 124912]"
1660,9,"[3262, 12762, 31331, 66451, 91193, 101881, 114845, 128661, 130606]"
1661,6,"[64204, 67660, 83263, 99041, 109599, 124139]"
1662,3,"[60182, 65641, 129130]"
1663,5,"[10072, 75864, 86530, 93045, 119300]"
1664,2,"[7289, 14881]"
1665,8,"[5338, 23346, 27838, 30489, 77717, 92172, 109145, 112185]"
1666,3,"[36562, 116053, 131590]"
1667,7,"[3166, 45475, 53985, 72540, 74176, 86869, 109819]"
1668,5,"[6654, 48187, 76069, 90616, 131137]"
1669,3,"[31667, 79958, 125593]"
1670,4,"[92992, 93709, 106042, 131481]"
1671,4,"[39630, 72670, 92220, 131864]"
1672,13,"[9130, 16744, 19068, 25037, 25624, 34680, 42469, 79726, 83436, 95495, 108953, 124025, 130701]"
1673,4,"[46510, 73581, 104117, 116804]"
1674,3,"[55007, 115665, 130810]"
1675,4,"[84151, 91494, 93733, 120256]"
1676,4,"[18040, 41398, 78991, 112905]"
1677,6,"[2021, 2501, 45858, 62743, 79702, 124175]"
1678,8,"[8280, 25330, 57093, 73084, 92630, 108564, 110623, 125359]"
1679,7,"[16020, 22289, 68900, 88652, 97898, 114558, 116290]"
1680,8,"[35533, 59284, 63546, 83764, 97958, 102374, 102417, 111130]"
1681,7,"[10514, 16994, 39140, 51263, 61328, 62972, 85646]"
1682,3,"[49515, 71142, 95452]"
1683,6,"[6235, 12834, 43902, 55327, 103372, 108309]"
1684,3,"[11077, 74586, 78602]"
1685,8,"[12147, 18339, 21116, 60926, 62915, 99452, 111591, 114305]"
1686,10,"[6391, 15293, 23927, 44353, 73091, 93970, 98372, 125946, 131805, 132196]"
1687,10,"[7355, 17099, 30585, 47306, 52224, 53027, 62072, 78419, 116137, 122804]"
1688,3,"[13410, 58315, 119866]"
1689,8,"[4675, 30987, 47451, 67898, 86931, 89720, 116200, 126091]"
1690,4,"[16183, 34567, 36681, 79658]"
1691,4,"[26252, 43463, 58081, 127778]"
1692,6,"[52903, 83132, 98404, 108619, 110543, 125077]"
1693,3,"[15965, 99058, 127782]"
1694,11,"[14979, 17739, 19649, 19975, 41009, 64699, 74161, 102701, 108437, 124977, 133086]"
1695,10,"[3921, 12012, 19309, 22175, 33172, 52325, 71398, 74701, 104510, 123777]"
1696,11,"[43551, 48451, 59721, 64222, 69589, 75328, 94189, 103333, 110452, 127876, 128010]"
1697,3,"[47530, 100280, 100969]"
1698,3,"[49361, 109984, 132838]"
1699,3,"[12997, 73239, 111208]"
1700,14,"[1430, 19743, 24044, 29101, 32749, 34207, 38757, 44260, 55793, 57858, 66417, 84668, 89963, 130268]"
1701,4,"[27183, 61522, 77064, 129448]"
1702,7,"[7770, 17079, 28228, 30938, 62060, 88564, 91749]"
1703,3,"[37229, 49319, 90499]"
1704,3,"[51078, 91440, 127927]"
1705,4,"[27372, 46017, 57665, 84961]"
1706,7,"[50637, 76251, 82249, 82705, 124377, 128866, 131904]"
1707,14,"[6242, 14290, 31166, 36873, 47800, 56516, 58074, 67083, 69602, 72196, 79132, 86513, 87927, 89094]"
1708,4,"[50543, 54214, 120705, 127507]"
1709,11,"[3878, 21185, 42269, 50167, 66833, 86855, 90021, 92783, 115822, 121293, 132422]"
1710,6,"[33168, 58718, 66444, 86041, 94975, 106453]"
1711,3,"[6835, 89760, 108227]"
1712,7,"[6238, 14924, 27809, 36166, 37376, 44658, 128995]"
1713,3,"[31386, 48161, 54777]"
1714,4,"[22915, 48457, 62333, 63500]"
1715,6,"[28925, 51302, 66375, 82437, 85968, 102237]"
1716,6,"[5878, 6977, 30208, 54213, 55256, 114604]"
1717,4,"[3459, 75580, 95061, 124046]"
