,Len,Indices
5661,7,"[7553, 46330, 51223, 85886, 108073, 114426, 123256]"
5662,7,"[10608, 13214, 49376, 59508, 81814, 89192, 106461]"
5663,9,"[16532, 38008, 39675, 49116, 83356, 89981, 106399, 113662, 132859]"
5664,2,"[52513, 113115]"
5665,9,"[34986, 45656, 69588, 89131, 106465, 107135, 111682, 118720, 129996]"
5666,4,"[44411, 74708, 117187, 128738]"
5667,9,"[12589, 19847, 25034, 44759, 86062, 95445, 124678, 128573, 130213]"
5668,3,"[11101, 39329, 99682]"
5669,5,"[51202, 66264, 77467, 85855, 124688]"
5670,2,"[72267, 87733]"
5671,6,"[27018, 28623, 68083, 75217, 105146, 129181]"
5672,5,"[34034, 47396, 55830, 97769, 113951]"
5673,6,"[56090, 78199, 91100, 108453, 124930, 131156]"
5674,9,"[33139, 46611, 58663, 86201, 106750, 107092, 109710, 118739, 127021]"
5675,8,"[53369, 67161, 68147, 85771, 104857, 116637, 125319, 126441]"
5676,5,"[63482, 102312, 102314, 111224, 113292]"
5677,3,"[57638, 73901, 129371]"
5678,4,"[14479, 31772, 40404, 115650]"
5679,9,"[768, 3295, 35209, 57539, 62854, 79787, 93279, 106615, 113843]"
5680,2,"[39392, 42063]"
5681,4,"[22561, 37141, 52649, 104231]"
5682,3,"[97286, 102298, 105790]"
5683,3,"[46218, 107531, 118824]"
5684,9,"[479, 20288, 22646, 23590, 48719, 96999, 103313, 124673, 126741]"
5685,6,"[18324, 34127, 78186, 98001, 120836, 125692]"
5686,4,"[87306, 108716, 110984, 131752]"
5687,11,"[10830, 40854, 62363, 64472, 93596, 100621, 103617, 110079, 116400, 118219, 123600]"
5688,7,"[7111, 7658, 72597, 102739, 105683, 111911, 125011]"
5689,4,"[23, 837, 19927, 113487]"
5690,4,"[24508, 33521, 35689, 102837]"
5691,2,"[68283, 115079]"
5692,3,"[2160, 85364, 86303]"
5693,7,"[41511, 42033, 48094, 60604, 86745, 100763, 132488]"
5694,2,"[2339, 50872]"
5695,3,"[8400, 97915, 118388]"
5696,3,"[19250, 27245, 39880]"
5697,2,"[7063, 89996]"
5698,2,"[28074, 87125]"
5699,4,"[15589, 29045, 40801, 46874]"
5700,2,"[66710, 108019]"
5701,2,"[59059, 104164]"
5702,8,"[1723, 36343, 41659, 53186, 65323, 107753, 114020, 126012]"
5703,7,"[20844, 24435, 46044, 72575, 92145, 116494, 125879]"
5704,2,"[100838, 132951]"
5705,7,"[23267, 45541, 64596, 69405, 69843, 107004, 109861]"
5706,9,"[67, 12663, 22669, 22681, 32048, 58626, 59206, 76219, 105697]"
5707,4,"[32821, 77453, 94019, 111511]"
5708,11,"[876, 11166, 27466, 35186, 38320, 60580, 71471, 74624, 110867, 111804, 119181]"
5709,3,"[12040, 43633, 48685]"
5710,4,"[25908, 43344, 45485, 87550]"
5711,6,"[24109, 28039, 55245, 64585, 84734, 110675]"
5712,2,"[48212, 108068]"
5713,3,"[76079, 84453, 115080]"
5714,2,"[64942, 82074]"
5715,7,"[9570, 11384, 38071, 42759, 57035, 70661, 73007]"
5716,8,"[38822, 41241, 43828, 44878, 49958, 80278, 116059, 132381]"
5717,5,"[16558, 34741, 61856, 80041, 99672]"
5718,4,"[17858, 87671, 101005, 103219]"
5719,3,"[72876, 87271, 88518]"
5720,3,"[37846, 62518, 69890]"
5721,5,"[34940, 45811, 68503, 80808, 132567]"
5722,8,"[17333, 29363, 31899, 64005, 113714, 116235, 118840, 120093]"
5723,10,"[36273, 36955, 41694, 43758, 46068, 52133, 89939, 102981, 105680, 123244]"
5724,4,"[13472, 64964, 71922, 84266]"
5725,2,"[99264, 128431]"
5726,12,"[8440, 25383, 33714, 35355, 36095, 36096, 45557, 45937, 49637, 64751, 96685, 126864]"
5727,7,"[30695, 34236, 48188, 66423, 94101, 115064, 123732]"
5728,3,"[47968, 98546, 121028]"
5729,3,"[35376, 40585, 78687]"
5730,9,"[33768, 35592, 43538, 59793, 77066, 77339, 102553, 104584, 128098]"
5731,4,"[46838, 47069, 77803, 101166]"
5732,5,"[22548, 47825, 58299, 93180, 127140]"
5733,2,"[15333, 117083]"
5734,2,"[20846, 49683]"
5735,5,"[51893, 103975, 129964, 130563, 130618]"
5736,2,"[73706, 93237]"
5737,5,"[232, 19033, 24010, 55325, 130236]"
5738,4,"[49877, 63073, 81776, 129462]"
5739,2,"[9020, 64703]"
5740,4,"[50592, 55765, 65675, 120718]"
5741,10,"[20800, 36688, 43654, 43658, 51314, 66384, 70929, 81035, 98273, 122743]"
5742,3,"[38606, 70492, 102207]"
5743,4,"[7163, 126142, 129367, 129441]"
5744,3,"[4957, 63681, 128464]"
5745,8,"[24123, 33147, 42445, 43016, 50005, 63498, 77366, 98328]"
5746,7,"[8740, 14111, 28416, 48555, 73809, 87600, 124159]"
5747,4,"[15302, 60897, 66587, 98376]"
5748,3,"[24837, 27826, 79369]"
5749,5,"[18435, 23612, 72416, 86962, 122710]"
5750,6,"[4824, 39676, 67294, 87795, 100085, 105802]"
5751,7,"[7715, 44995, 67964, 71180, 101120, 123801, 126000]"
5752,3,"[78188, 80643, 102524]"
5753,10,"[7540, 29733, 50513, 52098, 61693, 75617, 79964, 85099, 115369, 128168]"
5754,4,"[13893, 36638, 65903, 90464]"
5755,10,"[4747, 6968, 20339, 56059, 82292, 89904, 91045, 103348, 107643, 108420]"
5756,17,"[7193, 12082, 17670, 27388, 28526, 34627, 47054, 60437, 69351, 70595, 78067, 81628, 81761, 101422, 101427, 112978, 127010]"
5757,4,"[29336, 40412, 78004, 108625]"
5758,6,"[12882, 13965, 60047, 69058, 86507, 115268]"
5759,4,"[52118, 67164, 90300, 106078]"
5760,8,"[13225, 33574, 49379, 64509, 85167, 113493, 113757, 127246]"
5761,6,"[2641, 18856, 47120, 55995, 56554, 119912]"
5762,2,"[76299, 95783]"
5763,3,"[46292, 107059, 118523]"
5764,3,"[32120, 67872, 129544]"
5765,11,"[1244, 1697, 12447, 24301, 60128, 65098, 65441, 89840, 102788, 120649, 130616]"
5766,2,"[19221, 91449]"
5767,3,"[17077, 27952, 70751]"
5768,6,"[39918, 47641, 47730, 69717, 86447, 132140]"
5769,7,"[12211, 26070, 33603, 75726, 85098, 110022, 123618]"
5770,8,"[32843, 65815, 73096, 74536, 94009, 94077, 109436, 110112]"
5771,3,"[66630, 80924, 130190]"
5772,3,"[4569, 21656, 68320]"
5773,4,"[7561, 47185, 61664, 90519]"
5774,5,"[2038, 17407, 41426, 41593, 98347]"
5775,7,"[21946, 22509, 66400, 67256, 86004, 86808, 104984]"
5776,8,"[7752, 21342, 21848, 44642, 78691, 84267, 87540, 124332]"
5777,7,"[42851, 53609, 84799, 115201, 119613, 127141, 130514]"
5778,6,"[16644, 31910, 46755, 56026, 61794, 131033]"
5779,3,"[61948, 81189, 85571]"
5780,4,"[27617, 60859, 109599, 124139]"
5781,3,"[43371, 63716, 63867]"
5782,2,"[24854, 28098]"
5783,6,"[46431, 62123, 106342, 110476, 113804, 119173]"
5784,5,"[9191, 19599, 29058, 63675, 123071]"
5785,2,"[47765, 66208]"
5786,5,"[372, 5438, 29389, 53799, 113730]"
5787,6,"[22716, 35091, 55470, 71227, 119038, 126571]"
5788,2,"[95846, 127992]"
5789,6,"[58738, 74227, 93779, 98888, 99387, 117432]"
5790,4,"[6983, 47479, 70381, 83558]"
5791,9,"[21426, 47972, 60799, 66752, 98671, 102839, 112065, 114654, 131997]"
5792,4,"[10049, 47408, 68205, 93009]"
5793,10,"[2387, 19685, 21106, 39279, 47424, 52623, 88455, 99336, 118551, 130695]"
5794,3,"[20725, 103722, 116355]"
5795,4,"[59715, 85991, 111347, 119065]"
5796,10,"[19773, 31715, 41731, 42332, 55895, 70481, 82827, 90817, 102814, 126680]"
5797,3,"[20282, 108483, 116415]"
5798,7,"[7736, 25085, 41779, 43220, 55806, 69622, 124340]"
5799,4,"[21987, 43326, 51390, 116894]"
5800,8,"[1557, 16024, 18781, 33706, 59868, 83139, 96698, 99131]"
5801,9,"[27204, 36608, 39685, 44611, 66195, 78429, 97129, 110905, 112085]"
5802,6,"[8332, 24294, 42072, 106735, 116245, 125609]"
5803,3,"[50283, 51200, 85857]"
5804,3,"[77434, 104386, 106878]"
5805,4,"[25209, 106470, 122189, 127810]"
5806,4,"[3049, 8557, 44163, 48083]"
5807,2,"[43512, 59751]"
5808,15,"[11199, 36946, 45919, 48655, 63102, 86427, 86714, 88917, 95488, 106912, 111414, 117552, 119745, 129925, 132912]"
5809,4,"[5708, 25699, 69084, 72819]"
5810,4,"[5004, 87291, 94873, 117393]"
5811,2,"[51885, 108558]"
5812,14,"[16385, 28015, 47683, 61087, 79046, 89281, 90302, 98650, 98669, 99501, 104123, 115576, 119499, 130641]"
5813,6,"[32128, 55955, 72382, 82950, 90908, 120882]"
5814,4,"[35464, 102193, 109725, 119803]"
5815,5,"[26734, 36636, 120920, 127921, 127961]"
5816,4,"[18310, 41758, 101443, 126103]"
5817,5,"[37267, 47115, 53056, 99251, 131399]"
5818,3,"[22761, 65887, 109010]"
5819,4,"[8831, 22134, 34146, 60690]"
5820,4,"[34180, 50052, 60740, 84513]"
5821,8,"[3614, 54257, 69884, 76284, 104743, 107796, 122174, 131217]"
5822,3,"[27868, 53250, 112201]"
5823,7,"[364, 38700, 39814, 46886, 60131, 118126, 121589]"
5824,3,"[9648, 85686, 104797]"
5825,5,"[2795, 79169, 130769, 131615, 133279]"
5826,2,"[87842, 89900]"
5827,25,"[1371, 1585, 1586, 4376, 7694, 20291, 29265, 37293, 47145, 50285, 50291, 60207, 64123, 64124, 65198, 65349, 71157, 74041, 87356, 93601, 93603, 97267, 97300, 124896, 131027]"
5828,6,"[16136, 58244, 80318, 99988, 118826, 128020]"
5829,3,"[38281, 88649, 125182]"
5830,4,"[1038, 10547, 39139, 107446]"
5831,5,"[17922, 79827, 99395, 107341, 112303]"
5832,5,"[4609, 37250, 74269, 101630, 132552]"
5833,16,"[2376, 50978, 57657, 58329, 85617, 93506, 98834, 100516, 104754, 107177, 110157, 112671, 118686, 124325, 128545, 131611]"
5834,2,"[2010, 50596]"
5835,7,"[33856, 44973, 94066, 108861, 110326, 129027, 131024]"
5836,2,"[62593, 132361]"
5837,2,"[83344, 122478]"
5838,3,"[19078, 105841, 128391]"
5839,2,"[18738, 100229]"
5840,4,"[46494, 73052, 87350, 114924]"
5841,5,"[17172, 59532, 76689, 80624, 96180]"
5842,4,"[52975, 67983, 129104, 130962]"
5843,4,"[14046, 14681, 40261, 87170]"
5844,3,"[37182, 42298, 126640]"
5845,2,"[40909, 70040]"
5846,5,"[3565, 37096, 43978, 108792, 110589]"
5847,2,"[77877, 95958]"
5848,2,"[35370, 97674]"
5849,9,"[13351, 32770, 59670, 62220, 74312, 76892, 78368, 112637, 117895]"
5850,4,"[38828, 43313, 72994, 123204]"
5851,5,"[735, 11358, 22560, 46978, 129604]"
5852,6,"[47243, 59401, 67948, 87517, 98422, 110033]"
5853,7,"[20008, 41951, 69940, 85105, 89274, 98240, 130869]"
5854,2,"[14321, 68765]"
5855,4,"[9086, 25609, 54239, 56719]"
5856,3,"[47656, 79030, 110210]"
5857,4,"[11680, 15680, 94658, 118664]"
5858,7,"[21747, 46388, 67476, 79833, 84256, 85663, 131389]"
5859,4,"[88082, 89842, 94967, 106419]"
5860,3,"[5861, 27566, 72035]"
5861,5,"[3550, 7987, 78287, 86573, 106295]"
5862,3,"[19695, 132643, 133093]"
5863,7,"[33338, 55372, 71747, 106953, 107565, 108542, 129675]"
5864,9,"[21162, 25602, 27866, 40318, 65378, 104270, 109069, 121963, 132128]"
5865,3,"[68013, 70311, 89852]"
5866,10,"[5814, 6010, 6668, 11713, 18542, 30869, 40055, 88328, 96493, 105202]"
5867,10,"[3776, 13552, 20753, 39718, 52148, 67195, 67198, 81626, 86760, 95344]"
5868,6,"[3748, 25186, 62521, 64740, 81075, 81639]"
5869,4,"[65691, 71370, 103133, 104479]"
5870,7,"[25393, 25843, 42116, 44690, 47502, 109561, 118651]"
5871,2,"[42992, 48322]"
5872,4,"[449, 63530, 82543, 83673]"
5873,8,"[6333, 34584, 37902, 55045, 69724, 72417, 110548, 132517]"
5874,7,"[8806, 29658, 30644, 50174, 52153, 91790, 114732]"
5875,4,"[15400, 31084, 32949, 102598]"
5876,4,"[14272, 84309, 107588, 114827]"
5877,4,"[49794, 57001, 92499, 113896]"
5878,4,"[27540, 32265, 72797, 111878]"
5879,5,"[59582, 100998, 125960, 132832, 133235]"
5880,10,"[9884, 35187, 36769, 46409, 53711, 68397, 101326, 106629, 109418, 117857]"
5881,25,"[574, 754, 3259, 30795, 35143, 36051, 38056, 42544, 48276, 49256, 49615, 51647, 62714, 64618, 66694, 68438, 69665, 70620, 94223, 96483, 101177, 113833, 120356, 127682, 130286]"
5882,8,"[7773, 21698, 55130, 63190, 91664, 101851, 112090, 132870]"
5883,4,"[7589, 41430, 55714, 70792]"
5884,3,"[26570, 40372, 81912]"
5885,5,"[19376, 77218, 78661, 127563, 127923]"
5886,4,"[12272, 58563, 90962, 98800]"
5887,4,"[39739, 40324, 41813, 61004]"
5888,3,"[2379, 58846, 104688]"
5889,5,"[61945, 97268, 108158, 120985, 127889]"
5890,4,"[41036, 79768, 109451, 113625]"
5891,6,"[21964, 91343, 110054, 110793, 122312, 127277]"
5892,5,"[12508, 26706, 82481, 95538, 99977]"
5893,9,"[9980, 23783, 25296, 33687, 42301, 48500, 77135, 79393, 108463]"
5894,5,"[39597, 61100, 98202, 124011, 126540]"
5895,5,"[19067, 57447, 69601, 106239, 130888]"
5896,3,"[18788, 65711, 110367]"
5897,4,"[18611, 45231, 60835, 111945]"
5898,7,"[21007, 24244, 36922, 83079, 103176, 110846, 132296]"
5899,3,"[1256, 28011, 112333]"
5900,7,"[19752, 22007, 22167, 31892, 56246, 59018, 102353]"
5901,4,"[33752, 38298, 52275, 118035]"
5902,12,"[7025, 7355, 16930, 18265, 20905, 24571, 30557, 31679, 33532, 41725, 55834, 80369]"
5903,8,"[34196, 38849, 39020, 73573, 80162, 93104, 110205, 119542]"
5904,3,"[34776, 80463, 127826]"
5905,2,"[4103, 32343]"
5906,4,"[19438, 59617, 63591, 102484]"
5907,7,"[23298, 28465, 37581, 40379, 66721, 88633, 109762]"
5908,12,"[10825, 34472, 36199, 59531, 76989, 80525, 94940, 95129, 99083, 99404, 106627, 109891]"
5909,7,"[11116, 31206, 32861, 34327, 89264, 94111, 128824]"
5910,4,"[17020, 73684, 93198, 123430]"
5911,3,"[102542, 117353, 122317]"
5912,5,"[1968, 28348, 84898, 100318, 100575]"
5913,4,"[35288, 53333, 79725, 88386]"
5914,8,"[14052, 23357, 24946, 27912, 30663, 61431, 91765, 115035]"
5915,4,"[13638, 40114, 49336, 64466]"
5916,4,"[73627, 78197, 93154, 108808]"
5917,7,"[36582, 48364, 49652, 53577, 54103, 66135, 132691]"
5918,3,"[56610, 91908, 129862]"
5919,6,"[31839, 43173, 56107, 78547, 83868, 116125]"
5920,9,"[11578, 26395, 53375, 87510, 103588, 103604, 107582, 110705, 121503]"
5921,8,"[19420, 20495, 47878, 89228, 105359, 106666, 107973, 123926]"
5922,2,"[113981, 133104]"
5923,2,"[59776, 111366]"
5924,7,"[27403, 88260, 101157, 105191, 112897, 117334, 131500]"
5925,4,"[23407, 46189, 106722, 109321]"
5926,3,"[18651, 63116, 92479]"
5927,7,"[20440, 41681, 49709, 111938, 120975, 129019, 132145]"
5928,3,"[15565, 44665, 48158]"
5929,6,"[2081, 21787, 50689, 61615, 73670, 104686]"
5930,2,"[44587, 97311]"
5931,3,"[32599, 74615, 85207]"
5932,2,"[26555, 110879]"
5933,5,"[48920, 68904, 76884, 80997, 112875]"
5934,4,"[29099, 94380, 99484, 118914]"
5935,3,"[19003, 82296, 93609]"
5936,4,"[56559, 78835, 98427, 133005]"
5937,6,"[22299, 51873, 72659, 95672, 128632, 132433]"
5938,4,"[31042, 47611, 88823, 119834]"
5939,6,"[29242, 55887, 64065, 67020, 71315, 79230]"
5940,3,"[1700, 7772, 104310]"
5941,6,"[21841, 27736, 76235, 104895, 111907, 133261]"
5942,3,"[53931, 112120, 125321]"
5943,5,"[6433, 28005, 61611, 85030, 122158]"
5944,3,"[14661, 37289, 121583]"
5945,3,"[49938, 58286, 110568]"
5946,4,"[68167, 69265, 103755, 121593]"
5947,3,"[2562, 118411, 120859]"
5948,6,"[31764, 47316, 47909, 50095, 71156, 115963]"
5949,2,"[82159, 113134]"
5950,5,"[33825, 57713, 74973, 93591, 94468]"
5951,4,"[15691, 16492, 34393, 45125]"
5952,11,"[12147, 13054, 21903, 60926, 61281, 71232, 76594, 104944, 111591, 112329, 114305]"
5953,20,"[6795, 8106, 8161, 14733, 17399, 31850, 41425, 46707, 50443, 52538, 60535, 65331, 71600, 78230, 89724, 116058, 120668, 130989, 131679, 131729]"
5954,3,"[39658, 75670, 130699]"
5955,4,"[18733, 38531, 56692, 105100]"
5956,2,"[20902, 46710]"
5957,4,"[5374, 37484, 76885, 111326]"
5958,5,"[16428, 45487, 77848, 92253, 130193]"
5959,11,"[20448, 22734, 27088, 43448, 59897, 76340, 91315, 111133, 120279, 122907, 128021]"
5960,4,"[16188, 43430, 105542, 124552]"
5961,7,"[3943, 35350, 77190, 84514, 96709, 102831, 126567]"
5962,2,"[27361, 77960]"
5963,7,"[8048, 17899, 21953, 28501, 31794, 58458, 102066]"
5964,2,"[76383, 105596]"
5965,3,"[2837, 3233, 51234]"
5966,2,"[14140, 111024]"
5967,5,"[2424, 66203, 108722, 127113, 131124]"
5968,5,"[2843, 3262, 48665, 74964, 99039]"
5969,4,"[15737, 54915, 79420, 122203]"
5970,2,"[11215, 120376]"
5971,2,"[50885, 85520]"
5972,4,"[34700, 48436, 80070, 132689]"
5973,3,"[38018, 80799, 90879]"
5974,5,"[43739, 53328, 57724, 124468, 125083]"
5975,3,"[36228, 65099, 132760]"
5976,3,"[11959, 56678, 68496]"
5977,4,"[22938, 81544, 101212, 109220]"
5978,2,"[42123, 85885]"
5979,3,"[64480, 81202, 113742]"
5980,4,"[74345, 93905, 123685, 127415]"
5981,3,"[24577, 29977, 112359]"
5982,7,"[13140, 23715, 28664, 49266, 97996, 120357, 129611]"
5983,4,"[2393, 76136, 111953, 124229]"
5984,99,"[470, 558, 856, 2876, 3743, 3777, 3935, 7122, 9031, 10469, 10525, 10573, 10815, 11290, 15834, 16322, 17621, 17901, 17958, 18576, 21910, 23473, 23962, 24088, 24401, 27447, 28502, 28638, 29398, 30772, 30782, 30796, 34457, 34850, 35118, 39143, 39165, 42583, 42691, 43729, 45465, 46854, 47028, 48723, 49236, 49722, 54421, 54620, 54941, 55073, 56895, 57139, 57220, 59539, 62444, 63062, 64395, 66696, 68467, 69658, 69662, 70091, 70524, 72503, 72979, 73147, 74096, 74622, 78343, 81377, 84113, 86734, 89025, 89208, 89533, 89677, 90089, 92361, 98927, 101040, 101421, 106910, 109344, 110545, 111793, 111817, 112853, 113740, 113760, 113885, 117594, 118729, 121071, 121256, 122247, 127673, 129677, 129803, 129976]"
5985,4,"[24811, 45380, 69178, 79136]"
5986,5,"[8227, 32031, 36249, 43226, 72127]"
5987,5,"[7745, 7842, 12075, 16936, 35474]"
5988,3,"[2048, 39858, 90514]"
5989,15,"[9015, 13201, 33564, 46369, 73992, 81742, 84537, 93244, 93508, 96236, 100441, 101410, 111814, 119220, 123436]"
5990,5,"[50168, 52630, 84578, 104132, 132305]"
5991,7,"[9702, 50333, 51669, 73129, 85965, 116647, 133178]"
5992,4,"[51858, 74160, 117002, 117307]"
5993,12,"[316, 7906, 22590, 26188, 43484, 75859, 100641, 110266, 110974, 119290, 122636, 122637]"
5994,10,"[26947, 35038, 35119, 43763, 46621, 59506, 62502, 66738, 84876, 101107]"
5995,4,"[13605, 35490, 59829, 82458]"
5996,5,"[11222, 14799, 42295, 88420, 94201]"
5997,4,"[78491, 86411, 107828, 132929]"
5998,2,"[84162, 127770]"
5999,3,"[13585, 35029, 81140]"
6000,3,"[4225, 87200, 93141]"
6001,11,"[4388, 30538, 30673, 41546, 52792, 81162, 84975, 87729, 91096, 125808, 131565]"
6002,14,"[434, 18204, 19969, 23411, 45327, 49250, 54713, 58462, 78379, 79834, 89303, 94606, 106345, 110741]"
6003,8,"[18186, 32951, 45628, 61477, 62390, 80989, 99263, 100671]"
6004,3,"[37200, 38151, 82555]"
6005,3,"[21026, 90580, 122545]"
6006,9,"[13041, 29844, 33520, 76586, 84065, 85270, 101945, 117806, 119601]"
6007,5,"[17758, 80563, 112589, 125927, 132103]"
6008,4,"[15545, 67308, 69921, 107380]"
6009,2,"[12186, 117487]"
6010,4,"[48833, 99998, 129124, 133080]"
6011,7,"[1340, 43053, 47486, 56312, 65179, 87274, 130652]"
6012,2,"[76575, 91584]"
6013,3,"[4994, 13222, 68667]"
6014,5,"[27536, 35163, 98071, 99014, 131300]"
6015,3,"[51595, 77642, 101146]"
6016,6,"[8140, 26640, 95509, 96510, 120653, 121954]"
6017,6,"[6241, 30215, 54575, 86405, 89835, 125569]"
6018,6,"[20528, 21340, 34402, 104364, 108041, 128971]"
6019,5,"[22937, 96660, 101636, 111402, 116312]"
6020,5,"[1913, 76513, 109062, 114163, 117781]"
6021,9,"[47553, 67472, 95755, 110125, 114834, 116553, 118046, 123111, 132434]"
6022,3,"[54832, 85431, 122176]"
6023,4,"[295, 27818, 61874, 65618]"
6024,2,"[50797, 130375]"
6025,5,"[28834, 40565, 58632, 127612, 128765]"
6026,2,"[88979, 108349]"
6027,4,"[3336, 34404, 51724, 61181]"
6028,6,"[4511, 20892, 30576, 38329, 61433, 99189]"
6029,4,"[19862, 59512, 109134, 127511]"
6030,7,"[16313, 46269, 53792, 77459, 102634, 111673, 127221]"
6031,4,"[3463, 111007, 127564, 130054]"
6032,3,"[77596, 82128, 110152]"
6033,4,"[22372, 25182, 44431, 108918]"
6034,3,"[14677, 78786, 86111]"
6035,8,"[4016, 33996, 42490, 44718, 46875, 99072, 125373, 131442]"
6036,7,"[5742, 22704, 25192, 78994, 89834, 98795, 118673]"
6037,3,"[80969, 100656, 103776]"
6038,5,"[15857, 29038, 32869, 81655, 101315]"
6039,3,"[15182, 63988, 125072]"
6040,5,"[6705, 31316, 70083, 89635, 115669]"
6041,6,"[4168, 30104, 36258, 61655, 65187, 114508]"
6042,4,"[25760, 83026, 103080, 131297]"
6043,7,"[13950, 30816, 34817, 38940, 53579, 79384, 79909]"
6044,3,"[101509, 102391, 109815]"
6045,3,"[19628, 43630, 102300]"
6046,3,"[19785, 35682, 103025]"
6047,10,"[4995, 11013, 30752, 39291, 53390, 74542, 92467, 96094, 105258, 131946]"
6048,3,"[11004, 22818, 109664]"
6049,3,"[6011, 54342, 88947]"
6050,5,"[20171, 34243, 98304, 99751, 126040]"
6051,13,"[5069, 11739, 28361, 33081, 42696, 49424, 53836, 68834, 80890, 88412, 100568, 100612, 121822]"
6052,3,"[77984, 124516, 129766]"
6053,3,"[56185, 59305, 91254]"
6054,11,"[33402, 46873, 47004, 75641, 76215, 93159, 95702, 103059, 126649, 131141, 131273]"
6055,4,"[86027, 121575, 122782, 126141]"
6056,5,"[44859, 62202, 100366, 104071, 132380]"
6057,2,"[36659, 120950]"
6058,4,"[1659, 56310, 108527, 127157]"
6059,3,"[72146, 80453, 119128]"
6060,4,"[10777, 17413, 57759, 110122]"
6061,4,"[57586, 68290, 105853, 128872]"
6062,3,"[14639, 60806, 85978]"
6063,6,"[21197, 36495, 60182, 65875, 120779, 129130]"
6064,4,"[2219, 2660, 8526, 113677]"
6065,4,"[7248, 77106, 78249, 132683]"
6066,10,"[3117, 8978, 16824, 21937, 28157, 51491, 79714, 86848, 99344, 116912]"
6067,5,"[12001, 19035, 24464, 80336, 129914]"
6068,3,"[52572, 87169, 107235]"
6069,3,"[65841, 73768, 109900]"
6070,5,"[22450, 27975, 52093, 86710, 99389]"
6071,8,"[19531, 25087, 34213, 46521, 60788, 110258, 125108, 128305]"
6072,4,"[2125, 74868, 80083, 85337]"
6073,3,"[2680, 13878, 78335]"
6074,4,"[8095, 65410, 71584, 116175]"
6075,3,"[24437, 99312, 132730]"
6076,4,"[9681, 34858, 100227, 113193]"
6077,10,"[6739, 10640, 32695, 40477, 57731, 79629, 83849, 93621, 113408, 129008]"
6078,4,"[63749, 81899, 101575, 113030]"
6079,5,"[15554, 61061, 84687, 108636, 131251]"
6080,2,"[33102, 68533]"
6081,4,"[53204, 114065, 117568, 133095]"
6082,5,"[27639, 82515, 102360, 113306, 128439]"
6083,53,"[1010, 1680, 4536, 5239, 9714, 12718, 14470, 16946, 17362, 23497, 33424, 34803, 34899, 34943, 38106, 39161, 42547, 42590, 42760, 42875, 45355, 46028, 54155, 59252, 62370, 62590, 64985, 67926, 76286, 78357, 80954, 81314, 87831, 88068, 88762, 96363, 100832, 103405, 106375, 106404, 106505, 111825, 112843, 117697, 119187, 119356, 120466, 121941, 122448, 124859, 126777, 130321, 130515]"
6084,5,"[20134, 45997, 87115, 113541, 115183]"
6085,3,"[27914, 47936, 117612]"
6086,4,"[43833, 43839, 92962, 118003]"
6087,3,"[60630, 108742, 127180]"
6088,4,"[1170, 29667, 84688, 113952]"
6089,3,"[72849, 107996, 123144]"
6090,4,"[50948, 72866, 78573, 125042]"
6091,18,"[4106, 5653, 20382, 45537, 45877, 49745, 53990, 58390, 68305, 68561, 72489, 74996, 83838, 91147, 99481, 109063, 110681, 111501]"
6092,2,"[81066, 113365]"
6093,5,"[4985, 7059, 68383, 87944, 89992]"
6094,4,"[2466, 41318, 80488, 120841]"
6095,3,"[33157, 58696, 94958]"
6096,13,"[7255, 8741, 41235, 46906, 55458, 56747, 78385, 88477, 92530, 94455, 101127, 107854, 125817]"
6097,3,"[29569, 49915, 113930]"
6098,2,"[81282, 119001]"
6099,2,"[38577, 72160]"
6100,8,"[12852, 26823, 27849, 28093, 59339, 76410, 99009, 111160]"
6101,4,"[64314, 64988, 82704, 107612]"
6102,6,"[10922, 87817, 93834, 95737, 106223, 111100]"
6103,9,"[4490, 20627, 32181, 49308, 55856, 56374, 64434, 83663, 92075]"
6104,4,"[40540, 52492, 67515, 120076]"
6105,3,"[21309, 52251, 74748]"
6106,2,"[17628, 100768]"
6107,4,"[20760, 36665, 102062, 127999]"
6108,10,"[38267, 40164, 73152, 85288, 103392, 107712, 120541, 120996, 127700, 131105]"
6109,5,"[75314, 94814, 109013, 114408, 114841]"
6110,4,"[21127, 61634, 65182, 79889]"
6111,2,"[14923, 22178]"
6112,3,"[9553, 46485, 92575]"
6113,7,"[46197, 53366, 75995, 85916, 95481, 104143, 108605]"
6114,6,"[2501, 62743, 63202, 79702, 82153, 101732]"
6115,9,"[14172, 31652, 49924, 55794, 64547, 77639, 90681, 97205, 113935]"
6116,3,"[89389, 125767, 128306]"
6117,2,"[6900, 89824]"
6118,3,"[7705, 20444, 77043]"
6119,6,"[1548, 31043, 39268, 47597, 77130, 118202]"
6120,3,"[19577, 34094, 63665]"
6121,3,"[62262, 68570, 129785]"
6122,2,"[77501, 107871]"
6123,4,"[37128, 46345, 47622, 52617]"
6124,10,"[5688, 5769, 45157, 56486, 67130, 87966, 91717, 103732, 106817, 107250]"
6125,7,"[10337, 15531, 78748, 79137, 92040, 98355, 124744]"
6126,3,"[14635, 16784, 62436]"
6127,4,"[17851, 43440, 87804, 95972]"
6128,4,"[23868, 54294, 95768, 124280]"
6129,8,"[981, 7346, 13329, 52957, 63701, 75399, 97398, 104619]"
6130,7,"[43001, 45776, 62566, 68970, 81271, 130106, 130123]"
6131,4,"[14080, 16918, 36870, 51879]"
6132,5,"[8661, 15620, 49719, 104845, 119015]"
6133,2,"[38483, 43601]"
6134,2,"[25157, 93898]"
