,Len,Indices
6000,3,"[8101, 91079, 122715]"
6001,13,"[958, 23397, 23453, 49069, 68608, 78154, 83303, 89646, 97643, 111752, 115135, 115196, 122250]"
6002,9,"[2523, 11619, 68314, 84011, 94584, 103806, 104441, 117550, 117723]"
6003,4,"[19499, 54935, 89526, 126464]"
6004,5,"[39525, 75143, 94662, 97363, 124808]"
6005,8,"[27890, 44724, 46048, 61369, 64262, 68315, 91341, 107719]"
6006,3,"[68275, 76333, 87829]"
6007,3,"[5751, 54084, 121922]"
6008,12,"[12832, 30121, 47672, 47882, 47914, 50143, 75815, 83306, 94054, 114527, 116320, 131636]"
6009,4,"[18757, 82126, 94156, 110431]"
6010,19,"[999, 18133, 21946, 22558, 27983, 42601, 43398, 54700, 66400, 83782, 86004, 92878, 101268, 104984, 110462, 112311, 119482, 127713, 132579]"
6011,3,"[4396, 30541, 67808]"
6012,9,"[12296, 14669, 32623, 39707, 46102, 71669, 82182, 85469, 97751]"
6013,7,"[1118, 29381, 37544, 45488, 64036, 83559, 119339]"
6014,6,"[4430, 74547, 94095, 110398, 131785, 131786]"
6015,36,"[1703, 4301, 7789, 8807, 10493, 12512, 30860, 32643, 32767, 34486, 40745, 41745, 51075, 53189, 55844, 59689, 60997, 61327, 68730, 72241, 75550, 76066, 77728, 86239, 90964, 93853, 98544, 101411, 102015, 105599, 105848, 108891, 118758, 119116, 126726, 127448]"
6016,2,"[91294, 116241]"
6017,7,"[13533, 14916, 60652, 67036, 72122, 78397, 111376]"
6018,2,"[7966, 31765]"
6019,10,"[3412, 9111, 39372, 50851, 56203, 63992, 89778, 94197, 121283, 125913]"
6020,5,"[3193, 36765, 66627, 86228, 121055]"
6021,10,"[12478, 26553, 61398, 76025, 79528, 99140, 103477, 118790, 122580, 127796]"
6022,6,"[3020, 9883, 25851, 51405, 66474, 86077]"
6023,16,"[2583, 12018, 13493, 16563, 24247, 35334, 46678, 51729, 86767, 91246, 96230, 111365, 117434, 118978, 119311, 126357]"
6024,3,"[2649, 20700, 85747]"
6025,15,"[4520, 7656, 30575, 31338, 31660, 55933, 71121, 84391, 87465, 87482, 100816, 113945, 114012, 130786, 131655]"
6026,3,"[2155, 36465, 50722]"
6027,8,"[18450, 27456, 28689, 53609, 57145, 78281, 113031, 115201]"
6028,10,"[11094, 13669, 16453, 26650, 34748, 37778, 54590, 65043, 111041, 111425]"
6029,2,"[74740, 94263]"
6030,3,"[3599, 67024, 86613]"
6031,19,"[15522, 15603, 19213, 24206, 35489, 44674, 45237, 47711, 50365, 65432, 70428, 79717, 82457, 92705, 95355, 106520, 109839, 121882, 125758]"
6032,3,"[22949, 66876, 110180]"
6033,9,"[9066, 45455, 45656, 94155, 95208, 106475, 110430, 129792, 129996]"
6034,4,"[20875, 43280, 45188, 73528]"
6035,4,"[51747, 66797, 96127, 129323]"
6036,5,"[16605, 28477, 40322, 58594, 100634]"
6037,3,"[34957, 62303, 80857]"
6038,4,"[11459, 94430, 123840, 129909]"
6039,4,"[11261, 32912, 74717, 117190]"
6040,4,"[13510, 19618, 82708, 96554]"
6041,13,"[1474, 3244, 12406, 26230, 37988, 46974, 54476, 67490, 85704, 95290, 105652, 107840, 110242]"
6042,4,"[23396, 48214, 88167, 132468]"
6043,6,"[16615, 20633, 51064, 52205, 85719, 113640]"
6044,6,"[11584, 63599, 65629, 78749, 85163, 102018]"
6045,2,"[13171, 117851]"
6046,3,"[6001, 37682, 69379]"
6047,13,"[23242, 38114, 48608, 49157, 73286, 77946, 83427, 101570, 106319, 113025, 116707, 124482, 130147]"
6048,6,"[3934, 16530, 17464, 69211, 73575, 86908]"
6049,7,"[39417, 51047, 66118, 74792, 108523, 123809, 130367]"
6050,7,"[30551, 30962, 41458, 67837, 75793, 80960, 117528]"
6051,3,"[2493, 18045, 41668]"
6052,5,"[7590, 24986, 48974, 71031, 133212]"
6053,21,"[6825, 7340, 9769, 18347, 28370, 48284, 48915, 58411, 68319, 68367, 70762, 74877, 93207, 95667, 105053, 108888, 108950, 109408, 110606, 121656, 129694]"
6054,3,"[42247, 48356, 52783]"
6055,11,"[192, 2064, 33306, 42359, 62962, 82205, 84721, 92262, 102435, 107066, 122465]"
6056,3,"[13823, 40185, 124648]"
6057,154,"[2224, 4845, 5129, 5227, 5239, 9255, 9476, 9938, 9959, 11425, 11564, 11909, 13173, 13774, 14340, 14368, 14505, 15508, 15537, 15546, 17687, 18465, 18941, 19166, 19540, 20402, 22248, 25616, 25718, 25740, 26162, 27131, 28556, 28695, 29346, 29358, 32380, 32396, 33124, 37410, 37457, 37674, 38136, 39914, 40712, 40752, 40883, 42405, 42461, 42807, 42935, 43023, 46228, 46273, 49228, 51119, 51780, 53244, 53401, 53455, 56848, 57006, 57133, 57174, 57281, 58416, 58636, 59680, 59758, 59959, 61561, 62720, 62970, 63292, 66840, 68253, 68529, 68957, 72523, 72715, 72727, 72913, 73205, 74503, 74892, 75028, 75379, 76904, 77843, 77866, 78957, 79019, 81868, 83400, 84635, 85775, 88081, 88097, 88200, 88651, 90245, 92112, 92445, 92451, 92744, 94048, 94875, 94878, 95124, 96331, 97438, 98480, 98583, 98944, 100833, 101532, 102225, 102583, 104893, 105204, 108416, 109147, 109190, 109236, 109341, 109761, 109822, 109966, 110778, 112904, 113037, 113262, 113624, 113707, 116594, 116661, 116664, 121751, 121780, 121879, 124830, 124833, 125159, 125190, 125198, 125214, 125322, 126281, 126477, 126767, 126783, 129758, 130528, 132863]"
6058,11,"[20167, 40433, 56497, 59663, 61017, 70327, 97660, 98572, 107964, 109445, 113010]"
6059,15,"[10397, 10725, 22342, 32995, 47659, 65639, 77643, 87268, 105049, 114176, 114901, 118669, 118689, 128870, 130864]"
6060,7,"[9729, 32390, 51217, 66280, 76738, 85877, 96228]"
6061,3,"[39706, 42198, 95299]"
6062,3,"[6592, 31278, 115641]"
6063,9,"[14854, 35003, 43675, 49583, 64702, 65240, 99766, 128120, 132875]"
6064,4,"[18091, 28573, 94872, 123983]"
6065,4,"[21460, 81777, 88056, 127904]"
6066,7,"[48127, 56020, 83203, 84502, 103365, 119544, 120531]"
6067,3,"[57462, 73617, 90748]"
6068,7,"[4141, 19383, 31027, 48191, 54163, 93071, 101744]"
6069,8,"[9141, 53887, 73900, 74929, 82973, 123502, 124823, 127274]"
6070,2,"[43360, 121404]"
6071,2,"[61765, 112416]"
6072,11,"[4662, 31848, 38844, 73032, 81285, 87627, 100544, 100654, 101412, 116196, 125814]"
6073,5,"[4637, 90448, 104167, 109251, 133186]"
6074,9,"[5734, 14549, 45507, 56763, 60413, 92043, 98950, 109122, 119365]"
6075,10,"[10716, 11538, 15820, 45518, 52925, 54609, 57067, 87501, 89164, 116623]"
6076,8,"[7781, 25079, 25109, 32942, 43301, 71240, 124103, 127629]"
6077,5,"[22114, 39101, 60752, 111900, 124729]"
6078,4,"[9806, 73341, 92871, 129953]"
6079,16,"[10041, 16086, 31128, 34404, 44543, 45129, 55302, 61005, 61181, 65769, 87060, 98556, 115493, 115801, 118608, 125414]"
6080,7,"[21987, 51390, 74525, 105255, 107889, 108561, 128127]"
6081,6,"[19341, 42229, 43888, 50503, 95557, 117626]"
6082,11,"[9396, 27706, 28126, 34365, 47606, 52910, 61056, 61095, 79080, 105996, 110336]"
6083,4,"[869, 4062, 52446, 103867]"
6084,6,"[38491, 74665, 91639, 91678, 99695, 118990]"
6085,3,"[20564, 66659, 105172]"
6086,4,"[22908, 52897, 60193, 111587]"
6087,10,"[7361, 24473, 24740, 55544, 65637, 70791, 104433, 107845, 107939, 117780]"
6088,10,"[6187, 20440, 41681, 49709, 54528, 67508, 111938, 120975, 129019, 132145]"
6089,6,"[0, 39820, 62556, 100933, 123287, 128147]"
6090,15,"[10116, 11017, 15274, 16844, 21418, 34371, 35361, 73739, 81335, 81879, 82142, 86028, 101554, 101853, 115622]"
6091,5,"[13046, 13076, 33522, 76591, 96110]"
6092,4,"[21522, 99239, 110416, 130650]"
6093,7,"[15674, 21123, 23525, 43187, 49234, 77527, 118985]"
6094,5,"[14353, 39166, 60295, 93570, 123540]"
6095,8,"[4583, 48920, 53260, 56869, 68904, 80997, 92304, 112875]"
6096,6,"[12835, 50263, 59330, 65326, 93235, 109836]"
6097,9,"[1614, 31456, 58832, 75482, 78639, 84835, 90080, 93872, 94972]"
6098,7,"[11, 25118, 30067, 37576, 66405, 86007, 109305]"
6099,6,"[21923, 39777, 47739, 65255, 95571, 132000]"
6100,4,"[25060, 40586, 78473, 114837]"
6101,6,"[29634, 50454, 84966, 113997, 120661, 120670]"
6102,4,"[62815, 67182, 81665, 121250]"
6103,2,"[34385, 118660]"
6104,13,"[3131, 6571, 6613, 13721, 30115, 31092, 31272, 40156, 47771, 69543, 102022, 110396, 114528]"
6105,4,"[1440, 31522, 106240, 114033]"
6106,6,"[25682, 26555, 56861, 57111, 59725, 110879]"
6107,4,"[85024, 88771, 96508, 119013]"
6108,17,"[4058, 10739, 30458, 52531, 55614, 57567, 69352, 86191, 87126, 93329, 94442, 110362, 117261, 129957, 130856, 131015, 132048]"
6109,2,"[22076, 86185]"
6110,11,"[13010, 30840, 32440, 57234, 57522, 61548, 76881, 96393, 117823, 131075, 131310]"
6111,4,"[20253, 34685, 80020, 103273]"
6112,8,"[3668, 60622, 65066, 76909, 88736, 104046, 116058, 131729]"
6113,3,"[15249, 40667, 83237]"
6114,23,"[4385, 4647, 7744, 16891, 31588, 44059, 44836, 46716, 48251, 62066, 80150, 80289, 80529, 84020, 84821, 87614, 97910, 103983, 106894, 114925, 119418, 131184, 131596]"
6115,12,"[11684, 23298, 28465, 37581, 40379, 75789, 88633, 94626, 95267, 108441, 109762, 124874]"
6116,8,"[8594, 24635, 55007, 58059, 72027, 94073, 115665, 130810]"
6117,7,"[18839, 21662, 53625, 63233, 69787, 88196, 122141]"
6118,20,"[9704, 17584, 17982, 19893, 37813, 51083, 54578, 54696, 57104, 58343, 73130, 94969, 98459, 100724, 101990, 110642, 113168, 119313, 121427, 129827]"
6119,3,"[28152, 99939, 112483]"
6120,11,"[1543, 8642, 13559, 29701, 45945, 53664, 85393, 92229, 116153, 116220, 117945]"
6121,6,"[32540, 52738, 57475, 79661, 99307, 116819]"
6122,6,"[4340, 18713, 47248, 60130, 63156, 67751]"
6123,2,"[43453, 127766]"
6124,11,"[6034, 23618, 34519, 57836, 73200, 92743, 93780, 107013, 118786, 123273, 128068]"
6125,5,"[34982, 53273, 88926, 119288, 130460]"
6126,22,"[10319, 12164, 14509, 20362, 28523, 28721, 34271, 36470, 39069, 41350, 58064, 65812, 78795, 79240, 80623, 104103, 108875, 110438, 110467, 113428, 115084, 117124]"
6127,8,"[26515, 49028, 51455, 58687, 79230, 82745, 102795, 114516]"
6128,23,"[1685, 3766, 6195, 6858, 22632, 22690, 23726, 45780, 54563, 58207, 63934, 89042, 93631, 109681, 110058, 111476, 112845, 113569, 117413, 122445, 130018, 130306, 132514]"
6129,10,"[12457, 21692, 52595, 67608, 73985, 76409, 95897, 98749, 102719, 104735]"
6130,2,"[40157, 77248]"
6131,14,"[20123, 21659, 28122, 28440, 36603, 44948, 45213, 48434, 57799, 62814, 77097, 93702, 104702, 132686]"
6132,11,"[7622, 8119, 26835, 34966, 43211, 43522, 89728, 95932, 119308, 122112, 122276]"
6133,2,"[65570, 85085]"
6134,2,"[90790, 116077]"
6135,2,"[35440, 63355]"
6136,5,"[365, 63229, 67106, 83591, 127652]"
6137,3,"[31675, 50153, 116052]"
6138,3,"[7738, 55808, 71198]"
6139,5,"[51893, 90889, 103975, 129964, 130618]"
6140,4,"[13916, 27168, 43021, 60023]"
6141,2,"[6583, 54914]"
6142,5,"[5696, 44366, 54030, 88631, 90315]"
6143,9,"[7398, 15970, 34466, 53522, 81547, 97145, 101215, 109675, 126037]"
6144,2,"[15303, 40689]"
6145,5,"[2004, 50590, 65671, 85212, 104463]"
6146,2,"[58887, 75752]"
6147,6,"[15765, 52510, 53471, 81852, 94890, 117398]"
6148,3,"[14040, 15697, 79186]"
6149,8,"[6880, 9973, 61101, 79088, 80058, 109642, 125575, 126613]"
6150,10,"[23044, 32618, 42132, 54449, 69503, 71881, 102687, 104113, 105573, 129090]"
6151,8,"[3026, 8622, 22002, 46352, 51366, 66437, 73379, 73456]"
6152,4,"[10000, 41096, 57319, 99526]"
6153,3,"[12123, 55550, 70796]"
6154,2,"[60698, 78474]"
6155,4,"[561, 83806, 95048, 110885]"
6156,4,"[33980, 86391, 105249, 118274]"
6157,9,"[2965, 12637, 13481, 27028, 48468, 69346, 111364, 122806, 132728]"
6158,8,"[16769, 43617, 59006, 70988, 80243, 97263, 111594, 127934]"
6159,6,"[3096, 7805, 15429, 22045, 28108, 75898]"
6160,8,"[1691, 2772, 23487, 36857, 38129, 70846, 85838, 90367]"
6161,6,"[13385, 53478, 64908, 76940, 88043, 113897]"
6162,9,"[6273, 47612, 47762, 47765, 66208, 93395, 123486, 128307, 131814]"
6163,12,"[18717, 22182, 40775, 42707, 53246, 98232, 100469, 104660, 106788, 112855, 125213, 129359]"
6164,4,"[59921, 70900, 108006, 118012]"
6165,13,"[23771, 29808, 30156, 43547, 61597, 64742, 66684, 78514, 81723, 82039, 98091, 108165, 114167]"
6166,4,"[12705, 26775, 42036, 91322]"
6167,4,"[17514, 17516, 80964, 80972]"
6168,10,"[9135, 14912, 22207, 35416, 41725, 80978, 90887, 100869, 116106, 119747]"
6169,4,"[10256, 13838, 73532, 76044]"
6170,13,"[10153, 21163, 25791, 33291, 44343, 47512, 54180, 67612, 109460, 113595, 121907, 130859, 132473]"
6171,2,"[43946, 128249]"
6172,26,"[10722, 10783, 11168, 21858, 34605, 39211, 45328, 45825, 54978, 72733, 74129, 74156, 79777, 81538, 83554, 83774, 88265, 88769, 92396, 93701, 93839, 104913, 109275, 110496, 115655, 130743]"
6173,15,"[19685, 31301, 31302, 39279, 43077, 47424, 50627, 54990, 58022, 77743, 89593, 114199, 115659, 117102, 130695]"
6174,2,"[46287, 130594]"
6175,3,"[66630, 80924, 130190]"
6176,7,"[26070, 33603, 42702, 85098, 110022, 110692, 123618]"
6177,7,"[8539, 13236, 53089, 65247, 90920, 91110, 133072]"
6178,6,"[18609, 64264, 103462, 109728, 112008, 120270]"
6179,4,"[44863, 46292, 89714, 118523]"
6180,3,"[40702, 78816, 125134]"
6181,9,"[4350, 10663, 19921, 32705, 42265, 58812, 87329, 87951, 95954]"
6182,4,"[73656, 119566, 123425, 128862]"
6183,5,"[74755, 100238, 102686, 117840, 132769]"
6184,13,"[5522, 12206, 24077, 39673, 56675, 91797, 107593, 109032, 109074, 112213, 113117, 125096, 130206]"
6185,8,"[315, 14144, 18472, 39607, 60776, 75509, 77622, 83535]"
6186,6,"[6139, 16722, 92570, 99846, 122063, 123219]"
6187,2,"[46398, 93972]"
6188,2,"[17083, 112575]"
6189,6,"[19050, 21809, 49464, 63352, 88784, 106873]"
6190,9,"[2970, 10991, 21661, 32814, 36686, 36962, 40130, 96704, 104704]"
6191,13,"[7127, 33591, 35204, 36782, 62844, 86256, 96338, 106934, 110493, 111306, 124844, 129818, 129872]"
6192,10,"[46411, 47388, 55978, 66223, 71449, 75344, 94832, 100826, 103152, 111405]"
6193,8,"[5519, 30738, 49872, 51323, 53865, 90197, 108730, 130338]"
6194,5,"[17418, 72580, 76464, 95962, 124335]"
6195,4,"[23933, 69066, 88990, 106769]"
6196,8,"[73718, 83008, 93250, 96996, 97587, 113514, 122474, 130935]"
6197,3,"[25596, 102559, 119926]"
6198,7,"[3503, 22722, 51905, 66903, 67595, 86474, 86537]"
6199,16,"[6897, 11422, 36138, 37368, 38292, 40369, 45763, 49785, 56720, 68420, 70277, 72516, 87971, 89820, 90237, 122646]"
6200,5,"[14205, 25267, 56035, 71537, 77672]"
6201,9,"[2864, 3419, 38978, 43577, 69654, 92972, 96757, 121131, 127497]"
6202,7,"[9727, 38881, 47588, 73159, 92704, 107343, 132095]"
6203,2,"[20027, 82996]"
6204,12,"[231, 1826, 28557, 32457, 46624, 46847, 62721, 101187, 107361, 115190, 123029, 131117]"
6205,3,"[70289, 123307, 128016]"
6206,2,"[36440, 44641]"
6207,2,"[6218, 69600]"
6208,9,"[5131, 23246, 53516, 63053, 70431, 88656, 101656, 117850, 119615]"
6209,7,"[18487, 37675, 47064, 56118, 88065, 101613, 106408]"
6210,6,"[11727, 29050, 52480, 75174, 82052, 114835]"
6211,6,"[8581, 8584, 52004, 56385, 83013, 121201]"
6212,3,"[1311, 15775, 125306]"
6213,8,"[33680, 47045, 83844, 95156, 101070, 104078, 119634, 129684]"
6214,17,"[7526, 18460, 25420, 34729, 50537, 55249, 66835, 73042, 74895, 85136, 87238, 106000, 106832, 108659, 115105, 119783, 127355]"
6215,13,"[17059, 18510, 21253, 34288, 43991, 62041, 73215, 84850, 86059, 101619, 104276, 109511, 113049]"
6216,6,"[6719, 13965, 15479, 40750, 60047, 96538]"
6217,20,"[873, 13298, 13421, 17404, 29538, 32109, 34570, 40003, 45690, 49798, 74109, 86334, 99297, 110476, 111682, 113804, 113816, 113843, 130290, 132581]"
6218,4,"[33363, 76112, 77555, 95591]"
6219,13,"[27297, 29542, 30926, 53939, 57241, 67371, 80671, 93744, 103543, 116613, 124846, 125468, 129836]"
6220,7,"[2262, 20786, 27013, 28817, 64715, 83948, 96490]"
6221,2,"[27860, 99025]"
6222,5,"[20690, 40589, 92951, 96673, 129004]"
6223,5,"[43313, 56547, 68959, 72257, 105643]"
6224,5,"[33044, 55422, 90173, 115865, 128483]"
6225,4,"[1945, 9483, 56965, 85168]"
6226,8,"[28983, 44081, 44794, 72722, 97001, 105637, 112401, 113578]"
6227,13,"[215, 16528, 19411, 33377, 38583, 42038, 63579, 82576, 91738, 102995, 112390, 123853, 126375]"
6228,4,"[21256, 46923, 104280, 111166]"
6229,6,"[16534, 53457, 68466, 91030, 104530, 107139]"
6230,10,"[1881, 18424, 20588, 26857, 52501, 58056, 60072, 61979, 87796, 107200]"
6231,2,"[35203, 62839]"
6232,5,"[32306, 53675, 72919, 93052, 130554]"
6233,25,"[1975, 2663, 10982, 11795, 22384, 22964, 23080, 26210, 27606, 27718, 29156, 36419, 41788, 44243, 49188, 53147, 58574, 63875, 75262, 95456, 95749, 105266, 111105, 120273, 122154]"
6234,5,"[7236, 27991, 70644, 79811, 99436]"
6235,81,"[1096, 2256, 5252, 6248, 10606, 11317, 11603, 23723, 24219, 26878, 27812, 29418, 30832, 33365, 33579, 36163, 36187, 38447, 39114, 39129, 43032, 43037, 43229, 43798, 45701, 47034, 49853, 49965, 51096, 53624, 54670, 55105, 58740, 59537, 59596, 61389, 62831, 64955, 66886, 67314, 69561, 69809, 73923, 74779, 75062, 84260, 84351, 85751, 86458, 88194, 88383, 89172, 89350, 89706, 91301, 92906, 93588, 94566, 96290, 97484, 105569, 106524, 107172, 109944, 110359, 113773, 117842, 120469, 121045, 121067, 121923, 122269, 122395, 123006, 123508, 124534, 127336, 127540, 129659, 129979, 131232]"
6236,5,"[7890, 36407, 100014, 128370, 132825]"
6237,19,"[3876, 31815, 47325, 48130, 49986, 52770, 52880, 56062, 60687, 60843, 80104, 87536, 88719, 91054, 96576, 100754, 113959, 129166, 132311]"
6238,6,"[23085, 23103, 33907, 47118, 60224, 131405]"
6239,6,"[23625, 63582, 89180, 119889, 122102, 124997]"
6240,6,"[6911, 12360, 70295, 89838, 95368, 117562]"
6241,4,"[71267, 75000, 90767, 97884]"
6242,4,"[22702, 33246, 50001, 116511]"
6243,11,"[319, 13034, 20363, 27513, 59461, 79846, 82774, 82778, 108119, 116355, 124078]"
6244,2,"[22816, 67737]"
6245,4,"[13008, 49403, 59444, 83712]"
6246,8,"[37788, 47528, 55113, 70169, 97185, 122111, 124753, 129071]"
6247,4,"[40999, 84159, 99267, 106276]"
6248,3,"[51641, 59572, 80033]"
6249,7,"[23153, 73299, 73451, 87197, 92977, 123347, 124640]"
6250,8,"[1296, 9975, 17884, 47108, 87288, 92940, 121422, 131388]"
6251,2,"[13727, 96781]"
6252,2,"[51122, 85782]"
6253,35,"[320, 1150, 1779, 4478, 8157, 9407, 13624, 18015, 30289, 30297, 31939, 35403, 36866, 48792, 50293, 51985, 52014, 52883, 53159, 60639, 63267, 65039, 65501, 71648, 74948, 77144, 81495, 84392, 91276, 91394, 92401, 116491, 119731, 124991, 126007]"
6254,5,"[8029, 36854, 90999, 102798, 126532]"
6255,2,"[14981, 98059]"
6256,3,"[27552, 60743, 98124]"
6257,4,"[15133, 86038, 114476, 125059]"
6258,6,"[31633, 50566, 65643, 75926, 79567, 118804]"
6259,2,"[346, 113727]"
6260,10,"[2855, 13842, 23796, 43186, 54781, 55665, 74348, 89384, 90467, 129301]"
6261,7,"[620, 48080, 69314, 88867, 108941, 109117, 132328]"
6262,5,"[64118, 79668, 102290, 118712, 120156]"
6263,5,"[1017, 9125, 42703, 84249, 109115]"
6264,5,"[30410, 47717, 51503, 66575, 132351]"
6265,4,"[23134, 34273, 64170, 100624]"
6266,4,"[5215, 62007, 68599, 119118]"
6267,14,"[10057, 19889, 24200, 29749, 32838, 67890, 72930, 95801, 95893, 98181, 104443, 108980, 109690, 117119]"
6268,8,"[30674, 35087, 62610, 85045, 115046, 115050, 120684, 128158]"
6269,9,"[8058, 10831, 45960, 47793, 71534, 74273, 108173, 112501, 113327]"
6270,21,"[899, 1034, 6256, 8372, 17561, 20300, 22866, 38203, 51343, 54733, 63477, 71083, 83148, 84273, 90640, 103957, 119328, 119788, 120979, 127843, 127962]"
6271,2,"[46511, 130803]"
6272,4,"[10636, 56127, 91157, 93620]"
6273,14,"[2366, 25252, 47205, 47632, 47749, 57149, 89862, 90007, 96130, 118254, 124317, 125221, 128856, 132312]"
6274,5,"[890, 30893, 82006, 113062, 129823]"
6275,7,"[38485, 71895, 75968, 77725, 106055, 115652, 122831]"
6276,4,"[7876, 71347, 90839, 122627]"
6277,12,"[19984, 44827, 46257, 48326, 59017, 59498, 62479, 68837, 95404, 103010, 112783, 132590]"
6278,5,"[14934, 47285, 85079, 108642, 131558]"
6279,4,"[28349, 54964, 82596, 112695]"
6280,4,"[20780, 31578, 72563, 115508]"
6281,13,"[13284, 18234, 26954, 27321, 27978, 47063, 54943, 61562, 63130, 89532, 97388, 111302, 112304]"
6282,12,"[29089, 44494, 44556, 57287, 60183, 66414, 82383, 82795, 87242, 92927, 104991, 107669]"
6283,4,"[29832, 50612, 62263, 112658]"
6284,13,"[1145, 7388, 19951, 22085, 23206, 29137, 38032, 46212, 65035, 70814, 82878, 82935, 92625]"
6285,4,"[22212, 34017, 71231, 75912]"
6286,7,"[15565, 44665, 48158, 74185, 81304, 106262, 119359]"
6287,14,"[21791, 38140, 51460, 75127, 90127, 94649, 99831, 103998, 105926, 106839, 114519, 117312, 127815, 131203]"
6288,7,"[21673, 21772, 27969, 66973, 79340, 90052, 95947]"
6289,9,"[12011, 25313, 30105, 33171, 56128, 91163, 94988, 120547, 133091]"
6290,5,"[6430, 28460, 69834, 81241, 100908]"
6291,7,"[39373, 59373, 90275, 94198, 100758, 107160, 125881]"
6292,5,"[10257, 50835, 57096, 115826, 132345]"
6293,6,"[33458, 45492, 59340, 97589, 101377, 127258]"
6294,9,"[10318, 23871, 58562, 75161, 78971, 93624, 120812, 125193, 131549]"
6295,6,"[8090, 44234, 47439, 55753, 80891, 100570]"
6296,7,"[3862, 45224, 46694, 54833, 69898, 73552, 86845]"
6297,17,"[8780, 25498, 27560, 41798, 53291, 55805, 66161, 78574, 78988, 87859, 90862, 100177, 106250, 111909, 113169, 115883, 132766]"
6298,7,"[14454, 29920, 32399, 63517, 85557, 92727, 109676]"
6299,5,"[4360, 30215, 46861, 86405, 87340]"
6300,3,"[7675, 38215, 122565]"
6301,16,"[3462, 17240, 17466, 23408, 29376, 42622, 43749, 43764, 66909, 73765, 101409, 107197, 110265, 112705, 119490, 123569]"
6302,9,"[2001, 31392, 34256, 46928, 48110, 97755, 115675, 118536, 128838]"
6303,4,"[73, 58956, 95325, 110967]"
6304,2,"[38171, 122523]"
6305,4,"[10402, 23890, 39252, 106982]"
6306,10,"[29010, 40131, 45931, 46291, 61593, 78520, 79821, 102505, 108176, 127606]"
6307,4,"[21806, 54411, 122032, 129435]"
6308,5,"[3493, 22535, 85182, 106457, 108541]"
6309,11,"[5247, 17667, 19168, 23315, 42455, 82428, 92749, 93792, 100823, 119144, 132557]"
6310,8,"[5965, 16447, 17200, 43067, 65216, 76145, 84633, 118624]"
6311,8,"[6146, 11561, 23757, 25824, 26392, 62497, 81165, 109532]"
6312,7,"[9136, 12491, 14343, 56759, 74829, 76051, 129826]"
6313,5,"[48184, 53217, 70323, 79006, 98608]"
6314,5,"[20239, 29253, 30445, 113581, 114854]"
6315,11,"[16617, 26198, 53723, 67685, 70977, 72087, 74386, 80099, 82626, 93929, 112069]"
6316,3,"[7561, 90519, 131905]"
6317,6,"[8419, 49031, 54680, 61939, 89272, 99866]"
6318,2,"[58619, 75340]"
6319,7,"[18213, 27426, 38647, 67221, 74212, 86780, 94642]"
6320,2,"[23239, 87955]"
6321,16,"[27120, 32147, 36068, 56655, 64682, 65276, 76209, 95697, 100535, 100861, 101561, 106580, 121937, 123613, 128070, 131372]"
6322,6,"[26354, 44919, 46367, 74894, 102189, 127376]"
6323,4,"[12989, 13204, 39983, 96032]"
6324,2,"[46426, 88909]"
6325,2,"[56229, 69236]"
6326,6,"[37268, 40226, 68060, 80326, 99995, 121560]"
6327,4,"[39058, 43310, 61480, 110166]"
6328,4,"[13170, 39970, 56404, 108771]"
6329,4,"[9388, 31447, 40072, 46834]"
6330,11,"[1562, 10826, 20628, 27558, 33300, 36300, 37805, 49363, 60757, 93827, 122129]"
6331,4,"[6312, 24110, 69694, 89238]"
6332,2,"[75987, 95476]"
6333,4,"[23022, 68070, 95287, 106372]"
6334,6,"[53402, 68418, 81487, 88868, 112895, 121670]"
6335,3,"[9049, 32172, 116464]"
6336,2,"[38961, 92928]"
6337,7,"[32801, 45024, 45784, 57980, 68552, 74418, 80556]"
6338,4,"[6817, 70196, 76457, 117761]"
6339,4,"[1055, 1271, 49879, 87167]"
6340,7,"[43066, 73055, 107337, 118149, 119691, 129394, 130812]"
6341,4,"[46661, 84164, 127001, 130949]"
6342,11,"[28821, 31114, 38265, 43847, 54426, 64400, 71526, 91004, 101948, 104333, 113153]"
6343,11,"[30337, 37825, 41473, 52094, 81677, 81799, 89353, 114711, 123203, 125587, 127748]"
6344,9,"[16804, 37647, 54251, 70052, 89599, 97472, 110745, 121979, 122229]"
6345,2,"[45944, 52031]"
6346,2,"[29926, 85570]"
6347,7,"[3335, 4054, 5078, 12588, 48850, 59887, 103622]"
6348,5,"[44413, 44786, 46348, 59145, 76119]"
6349,6,"[8851, 15891, 50268, 84786, 107283, 133146]"
6350,4,"[45923, 67052, 67562, 132499]"
6351,17,"[1441, 4769, 15959, 20939, 28623, 34293, 38467, 40640, 64925, 66975, 68083, 75217, 84382, 86557, 104019, 105146, 129181]"
6352,4,"[1560, 13558, 36299, 77081]"
6353,2,"[31091, 69427]"
6354,6,"[12698, 21618, 26770, 52030, 124177, 128569]"
6355,13,"[43848, 50474, 55849, 67048, 81152, 85040, 90659, 101441, 115697, 115938, 116033, 125899, 132489]"
6356,3,"[12167, 34245, 47842]"
6357,4,"[99786, 123525, 130794, 130955]"
6358,28,"[1707, 22524, 24316, 25663, 26171, 35147, 36049, 38313, 48295, 55052, 57892, 62168, 68364, 69882, 70046, 77805, 81516, 89594, 89652, 92567, 96152, 106249, 106887, 109381, 109707, 117832, 126892, 130101]"
6359,6,"[16464, 18694, 21329, 44399, 48116, 50536]"
6360,3,"[30398, 41272, 67384]"
