,Len,Indices
3408,15,"[3718, 25370, 27757, 29864, 51831, 52835, 78544, 86463, 93991, 96979, 104086, 105468, 107639, 122323, 129400]"
3409,10,"[6226, 6233, 11529, 18233, 40363, 46797, 48914, 97451, 107153, 133145]"
3410,7,"[16265, 36143, 61545, 79751, 99376, 103629, 112295]"
3411,9,"[536, 8451, 16095, 49761, 54182, 64583, 69230, 103685, 128028]"
3412,7,"[7745, 7842, 12075, 16936, 35474, 55752, 108137]"
3413,11,"[12699, 13087, 51686, 54527, 54989, 66748, 70125, 86337, 89667, 106848, 107494]"
3414,12,"[11082, 14562, 34009, 40424, 58060, 78085, 82380, 97677, 102171, 113244, 118586, 128523]"
3415,8,"[24715, 54336, 71163, 90660, 95314, 108182, 109545, 123409]"
3416,4,"[34259, 42999, 77613, 97178]"
3417,9,"[12640, 43189, 81925, 87316, 87773, 105873, 111490, 128437, 132616]"
3418,2,"[25533, 44619]"
3419,4,"[36988, 99347, 112286, 121284]"
3420,11,"[7986, 14969, 22712, 43022, 43137, 64711, 71459, 72534, 77484, 98044, 128964]"
3421,5,"[7456, 63126, 64247, 83316, 90403]"
3422,5,"[11804, 58579, 78597, 98194, 110810]"
3423,6,"[1810, 13527, 36783, 38609, 120675, 124548]"
3424,11,"[10060, 13043, 13095, 33534, 68965, 84596, 115293, 115294, 115315, 117838, 123375]"
3425,11,"[1584, 36399, 47067, 83392, 85643, 88901, 120699, 121778, 124519, 130759, 132848]"
3426,15,"[1755, 1814, 16986, 21067, 23060, 41296, 54026, 57376, 69072, 80439, 93026, 101939, 104338, 115741, 131608]"
3427,12,"[8867, 10939, 11316, 12000, 15222, 48698, 56575, 68720, 88142, 110729, 118955, 127870]"
3428,5,"[76655, 94428, 105195, 121505, 130077]"
3429,3,"[22651, 45711, 105681]"
3430,9,"[5991, 31227, 33993, 54311, 60416, 97627, 98177, 115591, 125047]"
3431,4,"[114, 41143, 49123, 99655]"
3432,10,"[3247, 22754, 27796, 35101, 44713, 52765, 62273, 64240, 100981, 119234]"
3433,5,"[1398, 29650, 52603, 87199, 112051]"
3434,13,"[2737, 4670, 34108, 41179, 41624, 53055, 66227, 68063, 78358, 87637, 97949, 99758, 101072]"
3435,8,"[14841, 42879, 85133, 94065, 100777, 107012, 107440, 128264]"
3436,3,"[20454, 112758, 129954]"
3437,14,"[3653, 11574, 18602, 48676, 49772, 64876, 67373, 69013, 75033, 82027, 84170, 88813, 105171, 116240]"
3438,78,"[1135, 3751, 4746, 5672, 6726, 6731, 9451, 17168, 17491, 17601, 17900, 20231, 21022, 29702, 30553, 30664, 30677, 30951, 31346, 32073, 32084, 35816, 38644, 41181, 41270, 41282, 41468, 41541, 44821, 50288, 52548, 53999, 55767, 55911, 56011, 60565, 62125, 62573, 62611, 64092, 67093, 68152, 70183, 71134, 72907, 73034, 80587, 81376, 84772, 85118, 88611, 88673, 89731, 90978, 91146, 91804, 97859, 99671, 99761, 100620, 100894, 100953, 101460, 103259, 104009, 113958, 114052, 115053, 115357, 115683, 119405, 120137, 122995, 125672, 129215, 129247, 131167, 131188]"
3439,4,"[39121, 46031, 75048, 101870]"
3440,4,"[31335, 50413, 55098, 65482]"
3441,6,"[13623, 36832, 55438, 55446, 66789, 107841]"
3442,7,"[10877, 15647, 28999, 41837, 46512, 65450, 126186]"
3443,16,"[1475, 25048, 41293, 54159, 69166, 78209, 78210, 88430, 88730, 91244, 97796, 97797, 102218, 106639, 121947, 125694]"
3444,11,"[7721, 17899, 28501, 51634, 66675, 72639, 101918, 102066, 102940, 119708, 122919]"
3445,10,"[6800, 31758, 53292, 56574, 59331, 71425, 72293, 76391, 90916, 120147]"
3446,3,"[22725, 24801, 105775]"
3447,8,"[9167, 36562, 48142, 48391, 65366, 114072, 116053, 131590]"
3448,4,"[26002, 27462, 48266, 57536]"
3449,4,"[32699, 47245, 57738, 131517]"
3450,10,"[17122, 21845, 25775, 47485, 92246, 96113, 109969, 130862, 131751, 132365]"
3451,10,"[3082, 21812, 25057, 30127, 57878, 86180, 93826, 94889, 107967, 108175]"
3452,8,"[10391, 11178, 43104, 83709, 101584, 122634, 127851, 129499]"
3453,7,"[6892, 9229, 47228, 48226, 89816, 103103, 121838]"
3454,24,"[4807, 21094, 28802, 30299, 37723, 43476, 45057, 50046, 53139, 53429, 69475, 74334, 75215, 77396, 82180, 96817, 96965, 106189, 106357, 113144, 122035, 124626, 128913, 130325]"
3455,4,"[30285, 88483, 114667, 121847]"
3456,6,"[9474, 10471, 26155, 39124, 57873, 110000]"
3457,12,"[3179, 5326, 40390, 46019, 48537, 49434, 51571, 76268, 83753, 113779, 115221, 124268]"
3458,4,"[3173, 14137, 66614, 111568]"
3459,8,"[8992, 27501, 60655, 61329, 98002, 123009, 129621, 129768]"
3460,4,"[30468, 50072, 65138, 87154]"
3461,17,"[2300, 9538, 15687, 51016, 51031, 60271, 63211, 81280, 95131, 102978, 104770, 108688, 109832, 112832, 117480, 127343, 131017]"
3462,5,"[24874, 55573, 106204, 107963, 108685]"
3463,28,"[484, 1872, 2491, 9877, 15076, 15554, 36997, 37179, 39290, 47815, 50176, 58070, 58422, 60015, 60809, 61061, 78583, 84832, 85096, 90314, 104170, 106119, 111912, 114244, 117307, 128906, 131413, 132209]"
3464,19,"[20151, 20574, 26140, 27600, 29221, 45895, 48918, 54950, 59536, 63054, 75343, 83073, 84598, 88935, 94469, 98915, 103584, 110178, 117380]"
3465,4,"[10540, 84301, 110028, 127035]"
3466,5,"[8681, 89003, 107032, 109888, 130253]"
3467,7,"[28540, 39119, 54225, 73897, 101138, 106911, 123501]"
3468,4,"[5141, 28768, 113113, 121714]"
3469,3,"[91687, 103191, 131306]"
3470,8,"[7707, 28628, 37291, 64994, 68138, 87713, 112968, 121584]"
3471,10,"[38514, 48838, 71170, 80291, 90194, 91532, 94954, 115880, 122574, 132623]"
3472,11,"[20656, 22113, 24972, 45986, 60093, 70967, 77910, 84672, 97497, 104971, 128425]"
3473,12,"[1676, 41670, 44869, 49640, 53868, 79452, 95659, 104480, 114092, 125368, 125472, 132137]"
3474,4,"[31819, 32122, 47299, 91939]"
3475,5,"[48514, 97648, 111282, 113412, 124888]"
3476,5,"[6288, 35612, 49957, 61739, 82682]"
3477,5,"[4588, 6134, 52976, 115505, 121522]"
3478,10,"[341, 9294, 13665, 25447, 28214, 80001, 80151, 109388, 114223, 126675]"
3479,9,"[3724, 8046, 18193, 30319, 46478, 52825, 67149, 81662, 91012]"
3480,5,"[55854, 63920, 71264, 90765, 103005]"
3481,12,"[1968, 28348, 29191, 35178, 38869, 42936, 81645, 84898, 92663, 100318, 100575, 103046]"
3482,23,"[3998, 13097, 22985, 27235, 34408, 41903, 44540, 45206, 48203, 54242, 72597, 82742, 89418, 97135, 102739, 104201, 105683, 111911, 115120, 117074, 117250, 125011, 132925]"
3483,4,"[340, 18196, 83571, 101323]"
3484,5,"[37874, 45257, 90508, 105408, 130984]"
3485,4,"[1519, 21208, 25100, 64822]"
3486,7,"[33397, 51226, 75266, 85141, 104931, 130118, 133148]"
3487,3,"[8845, 116399, 119939]"
3488,6,"[25921, 44339, 47496, 67634, 93048, 110225]"
3489,10,"[26631, 32968, 48103, 53048, 62905, 74855, 95300, 102506, 103523, 116831]"
3490,3,"[34084, 90230, 117660]"
3491,4,"[16266, 19903, 34805, 79750]"
3492,12,"[29422, 46444, 54454, 58126, 59589, 62459, 76768, 81780, 89909, 109124, 112987, 129748]"
3493,11,"[1620, 10274, 14834, 24749, 36319, 75011, 90184, 97982, 107443, 116843, 123872]"
3494,4,"[33642, 53305, 53364, 114644]"
3495,15,"[11108, 22893, 35470, 37656, 37775, 43625, 49966, 67148, 72100, 91319, 118965, 127845, 127884, 128105, 133216]"
3496,9,"[3093, 7492, 30025, 30112, 55648, 107653, 114262, 114423, 128514]"
3497,11,"[483, 9171, 11489, 70505, 74961, 87560, 89543, 90996, 100285, 109140, 111505]"
3498,9,"[12049, 25932, 35588, 68719, 79657, 82629, 93078, 99286, 125439]"
3499,7,"[12853, 16501, 47107, 47415, 56215, 59342, 99613]"
3500,8,"[18262, 23662, 29455, 62853, 68992, 69008, 129897, 130608]"
3501,4,"[7452, 17357, 41163, 49786]"
3502,11,"[2654, 18851, 38080, 49630, 52092, 58963, 67140, 77528, 78472, 122216, 127440]"
3503,13,"[6621, 13209, 23697, 26923, 34940, 45811, 56933, 59569, 68503, 80808, 127714, 132567, 132993]"
3504,12,"[6773, 16176, 25047, 38383, 43621, 58667, 71619, 79650, 82390, 108168, 110841, 122738]"
3505,10,"[11956, 16685, 32937, 37617, 39594, 43483, 49195, 55798, 96566, 111601]"
3506,6,"[23299, 53440, 68452, 69921, 88012, 104211]"
3507,20,"[6442, 10212, 22226, 30024, 30060, 31565, 42313, 42842, 42845, 55334, 70893, 79684, 84762, 90012, 94537, 99317, 103072, 109158, 115953, 131210]"
3508,4,"[19836, 69703, 102865, 105897]"
3509,6,"[34660, 39264, 48354, 61676, 118947, 132620]"
3510,4,"[21622, 50855, 69033, 88596]"
3511,8,"[27249, 45094, 66906, 74419, 93957, 99222, 111565, 130355]"
3512,7,"[5956, 54157, 64640, 69208, 90794, 99214, 115438]"
3513,8,"[17679, 50514, 52974, 79774, 85101, 101062, 101396, 122415]"
3514,7,"[17981, 36555, 41648, 50256, 71213, 103168, 116292]"
3515,4,"[4238, 22756, 25587, 98211]"
3516,9,"[10869, 27952, 52143, 75777, 76275, 86756, 93869, 103369, 109500]"
3517,4,"[3453, 9899, 57256, 114635]"
3518,4,"[57420, 79285, 93094, 98885]"
3519,10,"[29836, 40921, 41815, 65697, 67109, 85242, 96622, 101629, 105441, 111385]"
3520,6,"[26343, 58311, 69001, 77956, 97547, 129795]"
3521,10,"[6476, 12435, 51239, 76535, 81851, 89412, 113007, 124687, 131478, 133140]"
3522,5,"[18935, 20322, 29271, 103062, 113604]"
3523,7,"[1976, 31748, 55945, 65655, 71408, 85193, 104450]"
3524,15,"[7731, 8660, 15091, 21666, 40620, 53115, 63633, 66989, 74286, 78970, 85330, 98895, 125260, 128760, 128823]"
3525,8,"[20323, 36650, 51243, 66305, 83178, 85901, 120168, 120934]"
3526,8,"[11720, 16257, 33387, 57126, 60267, 99492, 117332, 123473]"
3527,5,"[5966, 9371, 35990, 54456, 133206]"
3528,16,"[42270, 46827, 46863, 50420, 51705, 61944, 73585, 91036, 99779, 104339, 108637, 117683, 126651, 129492, 130691, 130882]"
3529,13,"[13024, 15082, 37294, 39267, 40781, 48929, 50252, 50778, 57630, 59452, 76572, 96066, 124400]"
3530,7,"[5238, 11920, 65320, 76001, 94888, 117612, 131265]"
3531,12,"[2229, 22155, 32830, 42927, 53557, 58036, 83800, 92081, 92603, 94046, 112694, 123602]"
3532,7,"[28846, 46407, 84103, 113186, 123636, 126993, 130713]"
3533,6,"[944, 1339, 17702, 32514, 114000, 125907]"
3534,13,"[4269, 10132, 15623, 29886, 50817, 61122, 73077, 73430, 86065, 92635, 114261, 114485, 114850]"
3535,10,"[1439, 32209, 37020, 45561, 67358, 105077, 107607, 129895, 130366, 131062]"
3536,12,"[5137, 8051, 16624, 44677, 53529, 55592, 68525, 71201, 94374, 97308, 112411, 122155]"
3537,14,"[19000, 22222, 27919, 36696, 44119, 44240, 49107, 62813, 77525, 83347, 83469, 101320, 112324, 129813]"
3538,10,"[828, 7089, 8995, 33077, 38479, 49710, 58531, 106525, 126938, 129970]"
3539,12,"[3910, 10043, 11470, 13090, 48111, 51061, 57240, 60089, 71356, 86887, 97084, 111541]"
3540,5,"[13582, 33673, 42617, 126623, 126943]"
3541,18,"[7873, 10142, 18365, 20840, 33970, 40935, 41262, 49582, 54962, 57195, 60282, 79481, 85464, 92278, 100005, 104734, 110280, 113450]"
3542,8,"[18650, 43552, 54059, 88657, 94741, 99727, 102938, 125582]"
3543,8,"[21061, 43648, 49959, 78635, 98239, 105871, 111929, 127898]"
3544,4,"[61556, 87986, 112301, 115126]"
3545,5,"[12321, 28631, 75850, 95331, 101380]"
3546,10,"[14959, 36830, 45872, 48500, 59390, 70702, 95650, 95976, 100820, 101752]"
3547,6,"[21069, 37109, 52558, 84451, 87816, 129384]"
3548,6,"[4855, 33903, 84857, 94619, 97288, 111449]"
3549,4,"[14207, 27851, 101603, 105164]"
3550,12,"[3417, 14600, 33241, 33716, 36847, 46281, 46304, 59895, 66880, 89876, 106872, 130590]"
3551,15,"[4268, 31501, 33780, 38934, 45035, 46696, 49997, 55489, 57413, 60005, 73310, 95980, 115896, 128833, 132073]"
3552,5,"[32489, 45579, 51341, 79198, 86022]"
3553,4,"[5933, 18691, 38279, 69307]"
3554,8,"[24901, 37081, 50307, 53900, 57968, 70865, 85709, 106681]"
3555,11,"[8719, 44042, 49952, 52041, 77435, 84394, 106573, 112370, 120689, 123771, 129507]"
3556,3,"[28617, 81877, 101346]"
3557,22,"[17654, 19404, 24198, 30722, 39850, 39969, 53296, 61130, 66274, 71948, 76709, 78584, 79281, 85869, 87863, 93226, 93504, 94602, 98882, 107225, 131911, 132396]"
3558,7,"[252, 3606, 11297, 15602, 79438, 108993, 125362]"
3559,4,"[42257, 51439, 66516, 126601]"
3560,8,"[14234, 17941, 18452, 25516, 43480, 78937, 104708, 125181]"
3561,7,"[25225, 37343, 68875, 72605, 75038, 90922, 127868]"
3562,3,"[14840, 40529, 78326]"
3563,5,"[44248, 50578, 100505, 104918, 117668]"
3564,7,"[4460, 12771, 87424, 103781, 111132, 111595, 122839]"
3565,8,"[14638, 24056, 29336, 49067, 58051, 58052, 108625, 118330]"
3566,12,"[23251, 28137, 53367, 53406, 60846, 66513, 68150, 86110, 104824, 110368, 127571, 129457]"
3567,4,"[5556, 31867, 91180, 115300]"
3568,5,"[21990, 52928, 66468, 67937, 87504]"
3569,6,"[2732, 52238, 54737, 69802, 122144, 122197]"
3570,9,"[31807, 46706, 55085, 87146, 100031, 100761, 114685, 130297, 130988]"
3571,14,"[3581, 11301, 40336, 43919, 69540, 71113, 77756, 86602, 94300, 96933, 108142, 123926, 124695, 128222]"
3572,8,"[720, 16297, 35217, 61569, 69726, 81743, 83995, 89267]"
3573,132,"[639, 1042, 1294, 1957, 2905, 6401, 6576, 6616, 6838, 8506, 8983, 9030, 10439, 10530, 10732, 10925, 13782, 17204, 17285, 17430, 17943, 18331, 23596, 23622, 23873, 24243, 24286, 24394, 27133, 27486, 27494, 29396, 29428, 29494, 29522, 32137, 32162, 33539, 34504, 34897, 34922, 35223, 36043, 36136, 38717, 39090, 40054, 42775, 43011, 43203, 45346, 46430, 46856, 47091, 48302, 48328, 49535, 49664, 52537, 54902, 56679, 56700, 57675, 57833, 57953, 58185, 58219, 59153, 59256, 59674, 60574, 62269, 69808, 73963, 74293, 74785, 76293, 77775, 79682, 80619, 80654, 80793, 81259, 81794, 83971, 84047, 84488, 84521, 86468, 86761, 87137, 93436, 93480, 93528, 93537, 93844, 93923, 97882, 97956, 99410, 100270, 100467, 100555, 100934, 101083, 106889, 106964, 110283, 110515, 111741, 115184, 116437, 116448, 119183, 119445, 119539, 120448, 120467, 120492, 123016, 123472, 123506, 123531, 123608, 126969, 127064, 127085, 129614, 130299, 131121, 132555, 132967]"
3574,9,"[11908, 17004, 28615, 29352, 34823, 58641, 62820, 63799, 72531]"
3575,4,"[20843, 63271, 64789, 101983]"
3576,6,"[6556, 60566, 73052, 78408, 89491, 118414]"
3577,4,"[75220, 85005, 110792, 120671]"
3578,8,"[33562, 38214, 42234, 59562, 77208, 79572, 108125, 122564]"
3579,8,"[20429, 23303, 53476, 57907, 60075, 83284, 101620, 129594]"
3580,6,"[22392, 31763, 55969, 94373, 105405, 105411]"
3581,5,"[5361, 37867, 53734, 69973, 106555]"
3582,12,"[7093, 16560, 24612, 28056, 35072, 61718, 67454, 70495, 87002, 99631, 112389, 112405]"
3583,18,"[5449, 7335, 14913, 17511, 27980, 34559, 41863, 43450, 48966, 59822, 65364, 68810, 71639, 71754, 77011, 114306, 127256, 133200]"
3584,12,"[8059, 20216, 21528, 42358, 56366, 71999, 81441, 103083, 103243, 125820, 131060, 131580]"
3585,13,"[10538, 13749, 14138, 28554, 29432, 57780, 72578, 77957, 83732, 84290, 103567, 123053, 127103]"
3586,4,"[4107, 32316, 72951, 80492]"
3587,15,"[2566, 8107, 35584, 41740, 41749, 51038, 52942, 71908, 81748, 82624, 102210, 114975, 116182, 116280, 132787]"
3588,4,"[21595, 72133, 117654, 123759]"
3589,8,"[31983, 84804, 90966, 94038, 98398, 98920, 113426, 117969]"
3590,12,"[4856, 13569, 16599, 25934, 32956, 33662, 40311, 54229, 69278, 106824, 124559, 128261]"
3591,4,"[24723, 45616, 107827, 129960]"
3592,7,"[10021, 13316, 29155, 42964, 48069, 84935, 132317]"
3593,14,"[1854, 10711, 24998, 36781, 39549, 41003, 44002, 52411, 55724, 86128, 86373, 108552, 129005, 131098]"
3594,6,"[24795, 67362, 70723, 77078, 82815, 120002]"
3595,9,"[20017, 41753, 50441, 63946, 68934, 69149, 88714, 101428, 126573]"
3596,4,"[49794, 57001, 92499, 113896]"
3597,6,"[19421, 90435, 94500, 102472, 109913, 132366]"
3598,7,"[34856, 41465, 48503, 62092, 68226, 113941, 123162]"
3599,4,"[2336, 50868, 75090, 123893]"
3600,6,"[24855, 51369, 66439, 90327, 104867, 107942]"
3601,7,"[5022, 22428, 44472, 44877, 87982, 106346, 127734]"
3602,13,"[19085, 19671, 20277, 43643, 49504, 69675, 75442, 75766, 78670, 82357, 98270, 107918, 120363]"
3603,10,"[18389, 26010, 27448, 37427, 46451, 60552, 68566, 119565, 129789, 131321]"
3604,7,"[3052, 20827, 44226, 77833, 111529, 113217, 118217]"
3605,6,"[13995, 32630, 60069, 73890, 97060, 116909]"
3606,8,"[22497, 33394, 62599, 66845, 95674, 105278, 117665, 119130]"
3607,7,"[14125, 49179, 64496, 83441, 83671, 93393, 131801]"
3608,6,"[28133, 54645, 82097, 90910, 93410, 99859]"
3609,7,"[34760, 37381, 61887, 68449, 78606, 121686, 125052]"
3610,11,"[18513, 35279, 45710, 49908, 53573, 62246, 71794, 81062, 89568, 97528, 118755]"
3611,8,"[10699, 11121, 69058, 71940, 82747, 86507, 108196, 115268]"
3612,7,"[4293, 30502, 52683, 52901, 76498, 87277, 95993]"
3613,6,"[3654, 18889, 19705, 52034, 63258, 101964]"
3614,5,"[31286, 32823, 47497, 54954, 127360]"
3615,5,"[2698, 43149, 43655, 51305, 94495]"
3616,9,"[8717, 27002, 35008, 43680, 72131, 90565, 96455, 119309, 127991]"
3617,2,"[62167, 100326]"
3618,10,"[7936, 14988, 36893, 48661, 71171, 86426, 103680, 104568, 106065, 121129]"
3619,10,"[6969, 45586, 52417, 68233, 73329, 109467, 121343, 126429, 127368, 129919]"
3620,8,"[2319, 2681, 13654, 44660, 66181, 114277, 129000, 132400]"
3621,4,"[11428, 21843, 70302, 104898]"
3622,5,"[41498, 44048, 81054, 113992, 126052]"
3623,8,"[662, 28006, 28186, 77671, 99464, 103351, 108284, 121851]"
3624,7,"[11566, 26393, 35266, 62996, 75029, 81897, 119585]"
3625,7,"[32120, 44436, 63144, 67872, 104467, 127702, 129544]"
3626,4,"[19845, 35785, 42243, 120098]"
3627,4,"[12972, 39908, 45292, 129640]"
3628,6,"[5837, 23002, 64941, 88775, 99293, 106079]"
3629,7,"[32787, 55287, 82841, 87492, 89950, 114967, 124098]"
3630,8,"[19661, 84197, 91189, 102188, 119974, 123837, 126697, 132799]"
3631,7,"[17772, 17787, 25710, 32884, 46171, 72862, 109280]"
3632,5,"[25928, 34014, 93067, 97686, 109717]"
3633,4,"[43452, 63161, 113110, 127765]"
3634,10,"[8941, 18848, 26805, 41714, 41853, 91747, 95852, 101927, 130584, 130630]"
3635,9,"[11497, 12356, 50136, 54903, 57289, 115899, 120560, 123413, 131683]"
3636,6,"[30640, 61786, 61963, 97029, 100045, 104195]"
3637,4,"[4057, 77439, 114830, 118072]"
3638,7,"[3754, 18644, 45182, 52132, 82049, 92675, 105332]"
3639,4,"[13942, 66621, 93894, 101943]"
3640,13,"[4243, 18943, 21631, 29964, 43831, 46809, 47899, 50409, 51055, 67651, 85500, 87223, 102532]"
3641,12,"[3209, 24969, 50625, 65703, 79483, 97023, 99077, 102255, 106393, 109844, 125374, 130434]"
3642,10,"[11391, 28820, 61949, 69896, 70456, 82215, 100025, 118030, 128781, 131378]"
3643,4,"[44696, 70884, 90407, 129039]"
3644,11,"[7516, 15148, 36528, 36533, 49214, 50903, 61726, 81034, 100597, 119795, 120818]"
3645,8,"[26511, 48692, 97515, 107629, 120647, 122810, 126267, 132945]"
3646,6,"[27078, 36381, 44582, 63361, 77185, 82341]"
3647,6,"[7396, 31691, 35097, 55567, 70793, 90758]"
3648,4,"[54828, 89427, 93101, 115793]"
3649,8,"[7819, 69234, 102703, 104423, 113401, 116074, 120797, 129136]"
3650,6,"[2642, 25805, 50374, 76908, 110630, 132856]"
3651,2,"[41467, 89288]"
3652,8,"[8228, 19394, 56152, 71716, 79736, 87370, 107782, 119882]"
3653,4,"[18545, 28680, 62981, 126171]"
3654,4,"[27683, 60985, 88632, 121901]"
3655,19,"[4747, 6968, 20339, 20378, 22037, 29289, 51458, 56059, 82292, 89717, 89904, 91045, 103348, 107521, 107643, 108135, 108420, 114849, 120865]"
3656,4,"[6641, 44980, 89555, 129330]"
3657,5,"[30261, 32710, 44689, 109357, 123163]"
3658,6,"[32570, 39781, 57544, 94071, 97712, 124217]"
3659,11,"[1631, 8232, 18340, 19782, 50327, 64617, 65077, 67159, 82838, 88577, 132500]"
3660,4,"[12954, 76511, 96004, 108960]"
3661,7,"[15075, 27561, 67247, 86806, 94440, 98163, 117259]"
3662,3,"[54148, 88755, 107566]"
3663,7,"[11404, 53958, 74869, 88553, 92212, 94377, 123830]"
3664,15,"[9399, 15417, 29724, 44884, 53195, 55868, 61046, 62640, 65301, 80185, 84470, 90350, 92398, 129830, 131710]"
3665,15,"[4176, 17625, 21291, 21888, 21938, 28316, 44080, 49702, 52552, 64819, 67946, 68494, 102949, 124022, 125461]"
3666,2,"[54217, 103653]"
3667,16,"[19451, 25001, 32553, 54036, 61012, 72898, 75471, 78925, 92184, 94966, 98521, 102930, 107064, 108438, 126603, 132958]"
3668,6,"[11872, 12006, 58732, 64986, 102626, 123972]"
3669,8,"[12366, 16212, 26849, 66974, 71493, 75897, 95981, 105352]"
3670,4,"[10292, 57528, 62791, 73728]"
3671,7,"[21540, 24290, 26866, 48816, 56956, 72910, 132340]"
3672,9,"[11010, 20489, 42087, 50735, 64324, 65807, 85372, 112259, 112462]"
3673,3,"[25597, 66571, 105114]"
3674,9,"[1959, 21398, 24535, 25312, 57417, 104414, 107638, 121379, 132287]"
3675,11,"[13612, 43712, 48459, 51202, 66264, 69117, 77467, 77485, 85855, 88677, 124688]"
3676,6,"[2193, 55177, 69975, 76495, 85537, 114298]"
3677,9,"[37959, 39088, 48415, 51196, 78669, 98269, 122682, 130328, 132601]"
3678,2,"[129506, 129906]"
3679,3,"[68245, 78510, 106202]"
3680,9,"[5902, 11526, 12666, 40681, 50645, 54221, 94496, 123726, 126468]"
3681,11,"[1856, 4678, 5774, 36384, 41719, 47078, 69143, 69148, 71439, 90923, 122989]"
3682,4,"[3488, 36874, 80468, 100136]"
3683,10,"[18684, 22335, 23822, 64317, 66495, 97303, 111603, 111701, 121195, 129275]"
3684,7,"[18754, 19434, 38734, 67620, 82125, 102482, 130852]"
3685,8,"[6416, 10987, 28149, 32812, 54752, 60782, 68537, 78605]"
3686,6,"[4752, 23082, 24589, 68013, 70311, 89852]"
3687,25,"[1714, 5492, 10763, 15223, 24099, 45442, 48291, 55152, 57273, 62717, 64093, 73362, 77464, 79016, 79720, 82938, 89590, 97025, 107214, 119093, 121827, 123594, 125084, 130712, 132533]"
3688,7,"[1174, 10807, 29589, 43173, 78547, 123736, 123743]"
3689,9,"[3722, 20970, 29600, 41737, 50425, 64296, 81207, 99658, 112400]"
3690,4,"[4084, 16503, 61707, 124793]"
3691,7,"[5683, 49001, 88157, 103895, 113231, 115699, 127771]"
3692,11,"[375, 3738, 36952, 46447, 49486, 57292, 62757, 64644, 106697, 113732, 129796]"
3693,9,"[7491, 16239, 21241, 37483, 52220, 95605, 104259, 104262, 127635]"
3694,4,"[32828, 69370, 92374, 115445]"
3695,9,"[4020, 6788, 22624, 28804, 40422, 53432, 67426, 129549, 129550]"
3696,8,"[19577, 22398, 34094, 63665, 67071, 88790, 113483, 132150]"
3697,6,"[10518, 32176, 63051, 101653, 116469, 123521]"
3698,7,"[7944, 8718, 33901, 60209, 94206, 97280, 123773]"
3699,4,"[25432, 99072, 108751, 125373]"
3700,7,"[21474, 33263, 59415, 63808, 98941, 102842, 103459]"
3701,5,"[12633, 26745, 72028, 116318, 133214]"
3702,13,"[4964, 7371, 12424, 22073, 37355, 38099, 53339, 68348, 70741, 89071, 90259, 109100, 130324]"
3703,9,"[3771, 30335, 48430, 53959, 83440, 116392, 126840, 129515, 132680]"
3704,5,"[2542, 2770, 30010, 79491, 125377]"
3705,4,"[12539, 41775, 95558, 126120]"
3706,4,"[16098, 26809, 111143, 112245]"
3707,9,"[936, 2116, 16926, 17643, 62233, 71352, 79711, 80444, 87281]"
3708,8,"[1083, 19617, 33632, 42874, 84095, 96305, 127041, 127164]"
3709,5,"[3739, 25884, 57312, 86731, 109650]"
3710,6,"[7086, 11439, 24606, 90783, 91833, 108921]"
3711,11,"[10953, 31472, 37050, 44539, 47627, 73801, 74414, 87726, 93359, 93908, 124327]"
3712,11,"[5900, 20061, 20846, 40954, 49683, 73821, 103063, 120083, 125539, 126528, 130084]"
3713,4,"[26793, 37996, 127636, 129716]"
3714,8,"[13597, 21055, 35884, 37842, 54819, 85967, 95268, 111067]"
3715,7,"[3947, 32987, 45801, 68346, 121318, 129443, 132761]"
3716,4,"[2901, 40271, 104961, 124741]"
3717,4,"[5219, 37006, 67322, 106474]"
3718,5,"[36935, 37033, 90140, 104547, 121321]"
3719,4,"[25396, 47799, 66099, 100358]"
3720,11,"[18418, 28679, 58320, 68186, 82088, 87182, 104145, 113101, 117241, 129351, 133260]"
3721,6,"[3027, 32662, 51413, 57680, 66480, 73960]"
3722,5,"[26907, 32436, 73305, 76688, 96183]"
3723,17,"[11865, 28512, 30866, 45274, 56905, 58680, 59033, 72412, 75440, 75953, 81400, 110753, 111710, 112734, 112860, 117408, 120506]"
3724,11,"[23624, 27210, 46714, 81354, 103911, 107881, 117570, 118002, 118354, 129886, 130238]"
3725,9,"[806, 2272, 15833, 33144, 63285, 66519, 79328, 97359, 121688]"
3726,5,"[30592, 52937, 71053, 87516, 131819]"
3727,6,"[25066, 29901, 50881, 54386, 55788, 104894]"
3728,4,"[7783, 18799, 63208, 90746]"
3729,8,"[28341, 36089, 39091, 62306, 64731, 69979, 73796, 89513]"
3730,6,"[47756, 57670, 78801, 93524, 116930, 118553]"
3731,4,"[351, 2046, 49301, 65712]"
